number,value,datetime_start,datetime_complete,duration,params_gamma_1,params_gamma_2,params_lambda,params_lr,params_n_clusters,params_n_points,params_optimizer,params_reg_lambda,params_reg_type,params_tanh_x,params_use_tanh,state
667,51.42,2025-01-20 14:38:09.316159,2025-01-20 14:40:05.828168,0 days 00:01:56.512009,1.2696134534949703,1.5146396635571966,0.6461989934190696,0.07522852324342498,75,6,SGD,0.001010470041522426,2,0.6812164293637526,True,COMPLETE
668,52.839999999999996,2025-01-20 14:40:05.904747,2025-01-20 14:41:50.192669,0 days 00:01:44.287922,1.1906644889897815,1.0603512751048492,0.43643372935974906,0.0864728470744025,71,5,Adam,0.0007215834571826456,2,0.49339821383673277,True,COMPLETE
669,52.980000000000004,2025-01-20 14:41:50.261439,2025-01-20 14:43:34.593685,0 days 00:01:44.332246,1.2360500358119337,1.1622885544842498,0.4849119504576797,0.0727048808792802,70,7,Adam,0.0006327529605239675,2,0.12412666934367689,True,COMPLETE
670,53.080000000000005,2025-01-20 14:43:34.655134,2025-01-20 14:45:48.735454,0 days 00:02:14.080320,1.2605025745929357,1.505812337498062,0.42827005501012055,0.07727281394938505,74,5,Adam,0.0012728633960092538,2,0.7489631366188767,True,COMPLETE
671,52.89,2025-01-20 14:45:48.804703,2025-01-20 14:47:23.238256,0 days 00:01:34.433553,1.178870877860763,1.4356221705217893,0.3948783793725557,0.08398000596134009,75,5,Adam,0.0008265831722417809,2,0.718345890605132,True,COMPLETE
672,52.980000000000004,2025-01-20 14:47:23.296046,2025-01-20 14:48:58.278001,0 days 00:01:34.981955,1.215310755447401,1.4789229270839004,0.41960521882763485,0.07816937970260172,74,4,Adam,0.0011575932110583428,2,0.6445397635006506,True,COMPLETE
673,52.96999999999999,2025-01-20 14:48:58.339156,2025-01-20 14:50:31.604280,0 days 00:01:33.265124,1.260303567906486,1.4928305262207953,0.41950484042704983,0.08526652761358608,74,5,Adam,0.0010940479383048734,2,0.8478287195664109,True,COMPLETE
674,52.89,2025-01-20 14:49:45.860998,2025-01-20 14:51:37.819825,0 days 00:01:51.958827,1.2424188609304851,1.4985095659984204,0.4206172728891343,0.08917448092057835,75,3,Adam,0.0010228458280651688,2,0.7929195242836389,True,COMPLETE
675,52.790000000000006,2025-01-20 14:50:31.657856,2025-01-20 14:52:15.005497,0 days 00:01:43.347641,1.1663111021785442,1.5509316773628663,0.4010242405679547,0.09371155865186062,73,3,Adam,0.0009854813478730987,2,0.2683600075837512,True,COMPLETE
676,52.76,2025-01-20 14:51:37.914325,2025-01-20 14:53:14.312310,0 days 00:01:36.397985,1.1436372072414902,1.5164610500857592,0.3903879871512929,0.07474015164220865,73,4,Adam,0.0007283752335621462,2,0.2477327100364961,True,COMPLETE
677,53.18000000000001,2025-01-20 14:52:15.091299,2025-01-20 14:54:10.085388,0 days 00:01:54.994089,1.2105285313657652,1.5087097160622565,0.4361549420967406,0.07547634815961687,72,4,Adam,0.001243293553030753,2,0.46364971019540724,True,COMPLETE
678,50.55,2025-01-20 14:53:14.398841,2025-01-20 14:55:23.210862,0 days 00:02:08.812021,1.2062712511859583,1.4422912366336949,0.7045345242995267,0.0731022225785532,72,5,Adam,0.0011980179009649639,2,0.5799903263071023,True,COMPLETE
679,52.78,2025-01-20 14:54:10.158135,2025-01-20 14:55:55.190960,0 days 00:01:45.032825,1.1945098343623366,1.5347574613673505,0.43180797243905705,0.07121922962575757,72,2,Adam,0.0015751782075649101,2,0.9342761621312926,True,COMPLETE
682,52.94,2025-01-20 14:57:01.582827,2025-01-20 14:59:18.183453,0 days 00:02:16.600626,1.1587088075582515,1.527832839854237,0.40507316055414533,0.06858709891821471,75,3,Adam,0.0018100284727042607,2,0.7084218435390076,True,COMPLETE
683,52.900000000000006,2025-01-20 14:57:01.589132,2025-01-20 14:59:31.818806,0 days 00:02:30.229674,1.1538647268245819,1.5360407739598065,0.40375827434495815,0.004181897809849444,75,3,Adam,0.0006104038182275709,2,0.6982418479137654,True,COMPLETE
684,53.0,2025-01-20 14:59:18.302662,2025-01-20 15:01:03.326487,0 days 00:01:45.023825,1.2202735162246443,1.5572040299025254,0.4352050655824426,0.07122711580293274,71,4,Adam,0.0006120640906906012,2,0.10145063011977296,True,COMPLETE
685,52.959999999999994,2025-01-20 14:59:31.907787,2025-01-20 15:01:45.743689,0 days 00:02:13.835902,1.2834359122607706,1.5710896311615812,0.4264877503619634,0.07460989398187325,70,4,Adam,0.001351603831019654,2,0.10160637182844703,True,COMPLETE
686,53.010000000000005,2025-01-20 15:01:03.438180,2025-01-20 15:02:52.431015,0 days 00:01:48.992835,1.2802166032030018,1.5482842634018217,0.4407352975530723,0.07449880245626464,73,4,Adam,0.0009124927297146191,2,0.45218039554261713,True,COMPLETE
687,52.949999999999996,2025-01-20 15:01:45.857495,2025-01-20 15:03:30.186619,0 days 00:01:44.329124,1.2855735276664333,1.5764535167069227,0.44480899688358716,0.06664345867505009,73,4,Adam,0.0008842791444906424,2,0.4277943464192022,True,COMPLETE
688,50.49,2025-01-20 15:02:52.514862,2025-01-20 15:04:41.022300,0 days 00:01:48.507438,1.2269147784180445,1.5810189148397527,0.43823237065063814,0.06464006294802258,71,24,Adam,0.0008331695121982504,2,0.9273663534403849,True,COMPLETE
689,52.62,2025-01-20 15:03:30.302251,2025-01-20 15:05:36.715035,0 days 00:02:06.412784,1.2242663736626285,1.586871367852325,0.3691363455062583,0.0658335127704343,72,2,Adam,0.00014190065261723958,2,1.0686289256809334,True,COMPLETE
690,52.739999999999995,2025-01-20 15:04:41.132024,2025-01-20 15:06:42.552456,0 days 00:02:01.420432,1.1896623896336185,1.5105165892476702,0.41296959388536486,0.09926897459310775,72,2,Adam,0.0006070064746796091,2,1.1626498415021795,True,COMPLETE
691,50.49,2025-01-20 15:05:36.819236,2025-01-20 15:07:41.026724,0 days 00:02:04.207488,0.3813382274589845,1.504787091450113,0.4160782457795107,0.07959351230348514,70,5,Adam,0.003927540166589808,2,0.5241750078024036,True,COMPLETE
692,51.519999999999996,2025-01-20 15:06:42.666290,2025-01-20 15:08:40.056088,0 days 00:01:57.389798,1.2516345353354308,1.6046534842997267,0.2631349675863667,0.07953768790935198,70,5,Adam,0.00012324529891438144,2,0.5637220690880662,True,COMPLETE
693,53.080000000000005,2025-01-20 15:07:41.129525,2025-01-20 15:09:47.646769,0 days 00:02:06.517244,1.2588704703594442,1.5459101072647692,0.45313576488254537,0.06774936321938071,74,4,Adam,0.0014172611092132781,2,4.849105299813865,True,COMPLETE
694,52.910000000000004,2025-01-20 15:08:40.171815,2025-01-20 15:10:47.742730,0 days 00:02:07.570915,1.2899184321903299,1.5430762693218474,0.38488998067250113,0.06712496374716169,74,3,Adam,0.0006483126934576024,2,0.8674318416907723,True,COMPLETE
695,52.92,2025-01-20 15:09:47.734996,2025-01-20 15:11:44.725537,0 days 00:01:56.990541,1.3021414591156926,1.557131689999324,0.38335916597730835,0.06362639302485419,74,3,Adam,0.0005312342992297854,2,3.41802031189452,True,COMPLETE
696,52.93,2025-01-20 15:10:47.862766,2025-01-20 15:12:50.279351,0 days 00:02:02.416585,1.2774197814009434,1.609762409460311,0.4246653292941057,0.06154283223301894,75,3,Adam,0.0013589635183419806,2,3.9023220402075873,True,COMPLETE
697,53.09,2025-01-20 15:11:44.825913,2025-01-20 15:13:42.611260,0 days 00:01:57.785347,1.2138380691675736,1.6132913464088834,0.4279010383732561,0.061485338887009924,75,4,Adam,0.0020790833185632494,2,6.623095931417565,True,COMPLETE
698,53.22,2025-01-20 15:12:50.399032,2025-01-20 15:15:04.626198,0 days 00:02:14.227166,1.1924723256132976,1.6178815611182702,0.44611791147345586,0.06785203940481765,75,4,Adam,0.0015709298740003584,2,4.2032742261243605,True,COMPLETE
699,52.88,2025-01-20 15:13:42.726476,2025-01-20 15:15:37.951630,0 days 00:01:55.225154,1.1845732224790178,1.5919494471004023,0.408087741441437,0.06996295532888898,75,4,Adam,0.001728506489262207,2,6.680535410249308,True,COMPLETE
700,52.86,2025-01-20 15:15:04.739268,2025-01-20 15:17:08.776165,0 days 00:02:04.036897,1.1332563872762125,1.5787692828025552,0.41390874385225446,0.07125910456932236,75,4,Adam,0.0015336641407623032,2,6.524096542068978,True,COMPLETE
701,53.09,2025-01-20 15:15:38.054387,2025-01-20 15:17:34.168859,0 days 00:01:56.114472,1.1699197969760697,1.567445312325553,0.42356838977163513,0.07208124591572135,75,4,Adam,0.0011679590402919864,2,5.120058490750194,True,COMPLETE
702,52.94,2025-01-20 15:17:09.051600,2025-01-20 15:19:29.026168,0 days 00:02:19.974568,1.1468895480791133,1.5542104572118347,0.4332101775599698,0.06678499531598546,75,2,Adam,0.0013946799934923177,2,7.266819836078568,True,COMPLETE
703,52.23,2025-01-20 15:17:34.276113,2025-01-20 15:19:21.368824,0 days 00:01:47.092711,1.156172801798543,0.45569602941188225,0.39973990221455175,0.06696535058312401,75,2,Adam,0.001439399261097868,2,4.725237944213402,True,COMPLETE
706,53.059999999999995,2025-01-20 15:19:59.751542,2025-01-20 15:22:03.957661,0 days 00:02:04.206119,1.1373032597147672,1.6144226576152902,0.4202649556694193,0.06079998577479717,74,3,Adam,0.0013424690170171305,2,5.311125936885673,True,COMPLETE
707,53.02,2025-01-20 15:20:00.705904,2025-01-20 15:22:06.450899,0 days 00:02:05.744995,1.1748549040400094,1.6134544874528383,0.42055952062299035,0.06041878719929054,74,3,Adam,0.0015542939584049192,2,6.087300606817674,True,COMPLETE
708,53.12,2025-01-20 15:22:04.064000,2025-01-20 15:23:53.468865,0 days 00:01:49.404865,1.1902189491564128,1.599212019209353,0.42593390943661896,0.05928025459251123,74,3,Adam,0.0016034624447911407,2,5.999179438324217,True,COMPLETE
709,52.449999999999996,2025-01-20 15:22:06.675657,2025-01-20 15:24:02.491132,0 days 00:01:55.815475,1.1299961350012766,0.8017603399170643,0.394546998100177,0.07602422162950313,74,4,Adam,0.0011197394996794714,2,4.508487603959099,True,COMPLETE
710,52.21,2025-01-20 15:23:53.556763,2025-01-20 15:29:19.712122,0 days 00:05:26.155359,1.1342965510308942,1.6227601047009137,0.3919332834862066,0.059437599274288495,73,1,SGD,0.002252877854332095,2,5.049299475352463,True,COMPLETE
711,52.55,2025-01-20 15:24:02.614989,2025-01-20 15:26:13.555966,0 days 00:02:10.940977,1.1783537429915536,1.6046251594105194,0.37531058356160213,0.057717499047160274,75,2,Adam,0.0018557175394573455,2,5.887569326102314,True,COMPLETE
712,52.64,2025-01-20 15:26:13.665820,2025-01-20 15:28:37.009921,0 days 00:02:23.344101,1.1331161522472082,1.6233210266119888,0.3981067130012288,0.06038312591175594,73,2,Adam,0.0021148956474702565,2,5.8911553462409225,True,COMPLETE
713,52.39,2025-01-20 15:28:37.102938,2025-01-20 15:31:59.138846,0 days 00:03:22.035908,1.2023298533936153,0.5983619131448789,0.40969416345817794,0.06614617051910948,73,3,SGD,0.0018631916875386306,2,5.058970417730885,True,COMPLETE
714,52.959999999999994,2025-01-20 15:29:19.808400,2025-01-20 15:31:50.471034,0 days 00:02:30.662634,1.1851772099515945,1.5641846817027085,0.40881158726343775,0.06657123331199741,75,3,Adam,0.0017283852582487102,2,4.810484624723485,True,COMPLETE
715,49.71,2025-01-20 15:31:50.549414,2025-01-20 15:34:02.176594,0 days 00:02:11.627180,1.1859921605142922,1.2105660592143006,0.20582507631914226,0.003561863322331676,73,3,Adam,0.0012811678086669036,2,5.553901526296851,True,COMPLETE
716,53.13,2025-01-20 15:31:59.224502,2025-01-20 15:34:26.162129,0 days 00:02:26.937627,1.1694828585519685,1.5849168686546886,0.43074952312730974,0.05537188673255324,73,4,Adam,0.001229890971053523,2,6.301334487822297,True,COMPLETE
717,53.02,2025-01-20 15:34:02.284781,2025-01-20 15:36:12.047741,0 days 00:02:09.762960,1.17687967823594,1.5828484268071021,0.4228949102356845,0.05517490871416514,74,4,Adam,0.0012979534152049127,2,7.055093786578823,True,COMPLETE
718,48.79,2025-01-20 15:34:26.247571,2025-01-20 15:36:26.419292,0 days 00:02:00.171721,1.1185344490799523,1.5944697667464724,0.4263282712883194,0.05464822368916658,75,34,Adam,0.001467433998089429,2,6.455467332024625,True,COMPLETE
719,53.04,2025-01-20 15:36:12.143284,2025-01-20 15:38:02.317119,0 days 00:01:50.173835,1.148906378016005,1.638320525713087,0.4265032197004112,0.052741738324862744,75,3,Adam,0.0014021270091871907,2,6.493994185865078,True,COMPLETE
720,52.89,2025-01-20 15:36:26.515085,2025-01-20 15:38:33.234809,0 days 00:02:06.719724,1.1490705090181783,1.6358198971554867,0.43329373692219836,0.057186202606154014,73,3,Adam,0.001165010462484424,2,6.1747015875285705,True,COMPLETE
721,52.73,2025-01-20 15:38:02.448698,2025-01-20 15:40:06.829548,0 days 00:02:04.380850,1.1108737809239442,1.5217521977765427,0.4039564314170697,0.05890947357732241,73,4,Adam,0.00168216470318745,2,6.190404346789435,True,COMPLETE
722,52.54,2025-01-20 15:38:33.345695,2025-01-20 15:41:16.449168,0 days 00:02:43.103473,1.1161048870422337,1.553778305160723,0.39618415783430794,0.002743491906214175,73,2,Adam,0.0019094602204617183,2,5.62908866501789,True,COMPLETE
723,52.55,2025-01-20 15:40:06.934221,2025-01-20 15:42:15.386343,0 days 00:02:08.452122,1.2014852832620944,1.53966544342953,0.37679687165151815,0.06375151781678606,73,2,Adam,0.0018550466207807744,2,5.648711154791615,True,COMPLETE
724,53.03,2025-01-20 15:41:16.576479,2025-01-20 15:43:42.824526,0 days 00:02:26.248047,1.19842393690588,1.6290604800034745,0.4178583584515359,0.06159644601535321,75,4,Adam,0.001245391047243832,2,6.256995618617783,True,COMPLETE
725,52.739999999999995,2025-01-20 15:42:15.518030,2025-01-20 15:44:31.995708,0 days 00:02:16.477678,1.164590103427129,1.631460194753951,0.3571586510744701,0.055759637955435364,75,4,Adam,0.0011190466905777949,2,6.796200397028091,True,COMPLETE
726,53.14,2025-01-20 15:43:42.931906,2025-01-20 15:45:46.347211,0 days 00:02:03.415305,1.1744295752486786,1.5888304812892697,0.4397575248499951,0.07208678539749952,74,4,Adam,0.001576044932487408,2,5.206276572746854,True,COMPLETE
727,53.11,2025-01-20 15:44:32.083131,2025-01-20 15:46:10.954796,0 days 00:01:38.871665,1.2053957079375768,1.5944370349852162,0.433567307724758,0.07000769028582114,72,4,Adam,0.0023824559220633817,2,3.988973136152663,True,COMPLETE
728,52.93,2025-01-20 15:45:46.485726,2025-01-20 15:48:11.414397,0 days 00:02:24.928671,1.1564409116645338,1.5819412097040508,0.43463241548744797,0.07279347953073735,73,3,Adam,0.0025111755838398337,2,5.385944132645978,True,COMPLETE
729,52.2,2025-01-20 15:46:11.044830,2025-01-20 15:48:22.098468,0 days 00:02:11.053638,1.1649549994434063,1.5222311960615273,0.4297463864566356,0.07424137504987491,74,1,Adam,0.0020927355296713433,2,4.392089132315255,True,COMPLETE
730,52.12,2025-01-20 15:48:11.518158,2025-01-20 15:50:43.536935,0 days 00:02:32.018777,1.1704677792836033,1.534578732701476,0.4117599062349272,0.07288183098649649,74,1,Adam,0.0021714547620257894,2,4.141137982781048,True,COMPLETE
731,52.82,2025-01-20 15:48:22.181800,2025-01-20 15:51:28.990316,0 days 00:03:06.808516,1.199202975957393,1.5588980948103826,0.41028643501738343,0.07093497021195287,75,2,Adam,0.002426353473817145,2,5.120258926301769,True,COMPLETE
732,52.949999999999996,2025-01-20 15:50:43.659039,2025-01-20 15:52:42.048038,0 days 00:01:58.388999,1.1137276436672392,1.5663373684318722,0.4161654015467025,0.07223106063439763,75,3,Adam,0.0031903852137151667,2,4.646124548135478,True,COMPLETE
733,52.959999999999994,2025-01-20 15:51:29.074296,2025-01-20 15:53:16.501247,0 days 00:01:47.426951,1.1044150222844766,1.5836188953525536,0.43557267050418774,0.06938528284709983,73,3,Adam,0.0016141762469171778,2,4.944523230272018,True,COMPLETE
734,52.75,2025-01-20 15:52:42.155473,2025-01-20 15:55:12.324663,0 days 00:02:30.169190,1.199185898975781,1.5967524594032023,0.436363572319051,0.0019972582008096393,72,3,Adam,0.001659332116549603,2,4.894510328306064,True,COMPLETE
735,53.16,2025-01-20 15:53:16.597633,2025-01-20 15:55:36.761315,0 days 00:02:20.163682,1.200704111931777,1.5017438146983126,0.4352155864742585,0.07644478992513945,72,4,Adam,0.001590322698095677,2,3.8158323666285536,True,COMPLETE
736,52.910000000000004,2025-01-20 15:55:12.436562,2025-01-20 15:57:00.186106,0 days 00:01:47.749544,1.2108901834198627,1.5147245941590204,0.39253827678648,0.07621060493967825,72,4,Adam,0.002731126850084884,2,6.313089985362927,True,COMPLETE
737,52.81,2025-01-20 15:55:36.865484,2025-01-20 15:57:43.443444,0 days 00:02:06.577960,1.1609645963723836,1.4881542877053462,0.3868257661544973,0.07926146583041313,72,4,Adam,0.002655734424629882,2,3.834159807144032,True,COMPLETE
738,52.94,2025-01-20 15:57:00.279686,2025-01-20 15:59:18.308925,0 days 00:02:18.029239,1.1479749081513362,1.4642210346409712,0.404025013136633,0.08271353775541232,72,4,Adam,0.001631950637607897,2,3.9429302142417786,True,COMPLETE
739,52.72,2025-01-20 15:57:43.556600,2025-01-20 16:00:05.062317,0 days 00:02:21.505717,1.139209371730174,1.4714546953134147,0.4209374258265889,0.07852107254062277,72,2,Adam,0.0016847510861241898,2,3.7013335135283003,True,COMPLETE
740,52.73,2025-01-20 15:59:18.400858,2025-01-20 16:01:51.889111,0 days 00:02:33.488253,1.1283246233449133,1.4282451939695575,0.42522641416028883,0.06291284378589267,71,2,Adam,0.0020029106277842535,2,6.868084685510478,True,COMPLETE
741,52.769999999999996,2025-01-20 16:00:05.146018,2025-01-20 16:02:08.761199,0 days 00:02:03.615181,1.1848102168802144,1.595939445599202,0.4270409760513712,0.06521796862903224,71,3,Adam,0.0020290634338476347,2,4.156184673159695,True,COMPLETE
742,52.449999999999996,2025-01-20 16:01:51.973000,2025-01-20 16:04:07.810286,0 days 00:02:15.837286,0.7109210828897201,1.5071287644134927,0.43966885650917104,0.055177599849597844,73,3,Adam,0.001429293788938586,2,4.276332831682525,True,COMPLETE
743,53.06999999999999,2025-01-20 16:02:08.865840,2025-01-20 16:03:53.685485,0 days 00:01:44.819645,1.214932429774062,1.5999990767328465,0.44020159312824003,0.05674121085257349,73,4,Adam,0.0012381624225742687,2,6.641551738546394,True,COMPLETE
744,52.87,2025-01-20 16:03:53.784341,2025-01-20 16:06:09.147823,0 days 00:02:15.363482,1.0971845346085458,1.5104800374469052,0.40693008771025657,0.07189236955816115,74,4,Adam,0.0014347187369246985,2,5.748181995402529,True,COMPLETE
745,52.89,2025-01-20 16:04:07.921250,2025-01-20 16:06:37.942075,0 days 00:02:30.020825,1.1737124834484152,1.3862191645784594,0.4065932649402862,0.07144923970315505,74,5,Adam,0.001453647425394199,2,6.132890441134201,True,COMPLETE
746,53.11,2025-01-20 16:06:09.241194,2025-01-20 16:07:54.133471,0 days 00:01:44.892277,1.165773795250857,1.5684298269914851,0.41952619133025665,0.06708568729620253,71,5,Adam,0.0011685353654515846,2,6.79794026024258,True,COMPLETE
747,53.010000000000005,2025-01-20 16:06:38.043847,2025-01-20 16:08:53.286553,0 days 00:02:15.242706,1.2059683659924474,1.559998889979717,0.4376025991313654,0.06458712562384127,71,5,Adam,0.0012344586139205777,2,6.625105489183516,True,COMPLETE
748,52.66,2025-01-20 16:07:54.247904,2025-01-20 16:10:23.962432,0 days 00:02:29.714528,1.1006126427555305,1.5758923153452427,0.3728995677820781,0.06217012440724255,71,4,SGD,0.0011199544708667072,2,6.8681063579386015,True,COMPLETE
749,52.78,2025-01-20 16:08:53.396258,2025-01-20 16:11:47.929120,0 days 00:02:54.532862,1.1035735251277752,1.6182624763614022,0.3909480700747184,0.05175149773355519,71,4,SGD,0.00200935700314438,2,5.25857835695258,True,COMPLETE
750,53.169999999999995,2025-01-20 16:10:24.059864,2025-01-20 16:11:48.671037,0 days 00:01:24.611173,1.1484472354423416,1.6346765522435138,0.3984321259143982,0.054955949085176876,22,4,Adam,0.002432550669467098,2,7.030449456598764,True,COMPLETE
751,52.86,2025-01-20 16:11:48.040516,2025-01-20 16:14:46.471333,0 days 00:02:58.430817,1.1501133446328353,1.640629987772411,0.41465188748269616,0.0007003304495834016,71,3,Adam,0.0018083453778401765,2,5.205087049071224,True,COMPLETE
752,52.65,2025-01-20 16:11:48.763840,2025-01-20 16:12:39.395748,0 days 00:00:50.631908,1.1285593417554274,1.6511275747791403,0.36865917798162223,0.05952382020865232,19,4,Adam,0.003148485426556791,2,7.154328452173806,True,COMPLETE
753,52.78,2025-01-20 16:12:39.496975,2025-01-20 16:13:46.274799,0 days 00:01:06.777824,1.151084315679068,1.6438260945944727,0.3922464558197138,0.050032173858372886,25,4,Adam,0.002393697601386579,2,7.532110930684699,True,COMPLETE
754,52.690000000000005,2025-01-20 16:13:46.368779,2025-01-20 16:15:08.050125,0 days 00:01:21.681346,1.1497182748595849,1.6421801968188854,0.37478183239069157,0.028739586517955596,17,4,Adam,0.00349121214689066,2,7.024250787450673,True,COMPLETE
755,52.78,2025-01-20 16:14:46.576059,2025-01-20 16:16:10.935711,0 days 00:01:24.359652,1.1662812944923278,0.9477698654787606,0.4032074952184129,0.06653469427120759,22,4,Adam,0.002133371273510723,2,7.148421276552433,True,COMPLETE
756,52.59,2025-01-20 16:15:08.151702,2025-01-20 16:17:01.034976,0 days 00:01:52.883274,1.0861274055401664,1.6036963192049278,0.35459472995515523,0.06778888112679737,72,2,Adam,0.0025128570315408978,2,6.917113840732569,True,COMPLETE
757,52.62,2025-01-20 16:16:11.029850,2025-01-20 16:18:24.433877,0 days 00:02:13.404027,1.0735708746085695,1.6050862344504278,0.38462716323892904,0.05927085951208611,72,2,Adam,0.0016364077869600825,2,6.371785729709505,True,COMPLETE
758,52.7,2025-01-20 16:17:01.118532,2025-01-20 16:18:17.197563,0 days 00:01:16.079031,1.1224263256141005,1.6161606919531448,0.3955867140663767,0.058132898973861494,30,4,Adam,0.0015097116740354698,2,6.688300515243866,True,COMPLETE
759,52.72,2025-01-20 16:18:17.285447,2025-01-20 16:20:32.653538,0 days 00:02:15.368091,1.1761935223524567,1.9129545187680683,0.4178039342729883,0.048330328947438335,72,3,Adam,0.002160204122318728,2,3.233521689530346,True,COMPLETE
760,52.55,2025-01-20 16:18:24.543658,2025-01-20 16:20:23.026036,0 days 00:01:58.482378,1.1761009043624953,1.6669983719429176,0.4119595698012369,0.05246021154030594,12,4,Adam,0.0030680099955081954,2,7.441686051426625,True,COMPLETE
761,52.839999999999996,2025-01-20 16:20:23.100412,2025-01-20 16:22:29.093302,0 days 00:02:05.992890,1.1862901525023688,1.905573493273264,0.4222336363525671,0.07813522436286162,73,3,Adam,0.002213923998912036,2,3.245666330731616,True,COMPLETE
762,50.8,2025-01-20 16:20:32.755324,2025-01-20 16:21:27.133483,0 days 00:00:54.378159,1.1985963375040303,1.8517818659114405,0.4207728004029785,0.07736905969472789,5,4,Adam,0.001130220300785707,2,7.345702222568877,True,COMPLETE
763,52.18000000000001,2025-01-20 16:21:27.235090,2025-01-20 16:23:22.218129,0 days 00:01:54.983039,1.1261976504333364,1.567244956076934,0.39929597223997704,0.06488327832998934,73,14,Adam,0.0017712597924605632,2,3.7263888381901875,True,COMPLETE
764,52.900000000000006,2025-01-20 16:22:29.208182,2025-01-20 16:24:46.395510,0 days 00:02:17.187328,1.1205648574958333,1.5780689901438878,0.44077259148337083,0.0659243785494177,34,5,Adam,0.0018402286247521716,2,6.795238842805724,True,COMPLETE
765,52.72,2025-01-20 16:23:22.355463,2025-01-20 16:25:20.648435,0 days 00:01:58.292972,1.2049286350588944,1.6516781342347147,0.4415980385177315,0.056939119842188975,33,5,Adam,0.002870136617497966,2,6.614075704960143,True,COMPLETE
766,52.81,2025-01-20 16:24:46.516479,2025-01-20 16:27:16.126704,0 days 00:02:29.610225,1.2082191940049556,1.6526979471390588,0.3822750637078057,0.02069856083017769,75,3,Adam,0.0013216975304513132,2,6.545105922506124,True,COMPLETE
767,52.769999999999996,2025-01-20 16:25:20.753342,2025-01-20 16:27:34.582311,0 days 00:02:13.828969,1.1531726458046343,1.5449546110108274,0.40870496864253514,0.07096332493958651,75,2,Adam,0.001102709169708003,2,4.193483890837011,True,COMPLETE
768,52.87,2025-01-20 16:27:16.433266,2025-01-20 16:29:25.129713,0 days 00:02:08.696447,1.158519831993455,1.6189077703764923,0.40538314713958157,0.06944839236198434,71,3,Adam,0.0011022427148753126,2,6.392311013632673,True,COMPLETE
769,52.7,2025-01-20 16:27:34.682428,2025-01-20 16:28:51.342711,0 days 00:01:16.660283,1.0918030213157193,1.9515047070003444,0.4297446764801592,0.053797749831617926,9,4,Adam,0.0017053170517861607,2,4.641835091810787,True,COMPLETE
770,52.980000000000004,2025-01-20 16:28:51.431887,2025-01-20 16:30:45.074087,0 days 00:01:53.642200,1.216280359549209,1.6249091400720912,0.4438612775925061,0.059625093922816494,40,3,Adam,0.001043694198273172,2,6.3207877570470155,True,COMPLETE
771,48.93,2025-01-20 16:29:25.237495,2025-01-20 16:31:08.079895,0 days 00:01:42.842400,1.223536244005456,1.5844911585098547,0.8238532141722475,0.06199884702156265,42,3,Adam,0.002521808759077412,2,4.032511554796384,True,COMPLETE
772,50.11,2025-01-20 16:30:45.198799,2025-01-20 16:31:59.797804,0 days 00:01:14.599005,1.1835425540529478,0.6335237812654372,0.42009582098328646,0.0473404933207837,27,13,Adam,0.001484400473178191,2,6.046046390527187,True,COMPLETE
773,51.39,2025-01-20 16:31:08.181756,2025-01-20 16:33:16.683558,0 days 00:02:08.501802,1.1783560946045832,1.6748515605218541,0.4286556254244686,0.001518474191773233,73,20,Adam,0.001446581159475384,2,4.258638494053355,True,COMPLETE
774,53.010000000000005,2025-01-20 16:31:59.902953,2025-01-20 16:34:05.261088,0 days 00:02:05.358135,1.1312215990504473,1.6724601108884516,0.4466377375720432,0.08385580553226817,71,5,Adam,0.0013417710503871507,2,3.4858288907388806,True,COMPLETE
775,51.82,2025-01-20 16:33:16.787855,2025-01-20 16:36:17.773946,0 days 00:03:00.986091,1.1264489657794263,1.5457568966712785,0.4424532600472637,0.0861874726018501,70,18,Adam,0.001877180293659706,2,3.531421603663588,True,COMPLETE
776,52.82,2025-01-20 16:34:05.359325,2025-01-20 16:36:23.286766,0 days 00:02:17.927441,1.2145626969755807,1.5363604781952398,0.39071176424769194,0.05329125914358414,70,5,Adam,0.0023465201130622917,2,6.792542866544625,True,COMPLETE
777,52.839999999999996,2025-01-20 16:36:17.876727,2025-01-20 16:38:18.538384,0 days 00:02:00.661657,1.226597648272026,1.5849289048880961,0.39122379106870026,0.05296475654895202,74,5,Adam,0.0017524559603729285,2,6.87899413215715,True,COMPLETE
778,52.71,2025-01-20 16:36:23.378891,2025-01-20 16:37:23.356301,0 days 00:00:59.977410,0.7780556407654813,1.5896790248214225,0.4168707897966931,0.07403537285721591,21,4,Adam,0.0010280628901658247,2,5.399788129864909,True,COMPLETE
779,52.93,2025-01-20 16:37:23.452810,2025-01-20 16:39:24.942258,0 days 00:02:01.489448,1.222264969804228,1.632875983341808,0.4295499806389747,0.06259030455507653,74,2,Adam,0.0019068976136479188,2,5.199631007070767,True,COMPLETE
780,52.790000000000006,2025-01-20 16:38:18.657361,2025-01-20 16:40:33.756589,0 days 00:02:15.099228,1.0845623251479386,1.6292899366180775,0.42677822125226483,0.06479879112865507,75,2,Adam,0.0012895641655098645,2,4.389709685264728,True,COMPLETE
781,52.31,2025-01-20 16:39:25.033746,2025-01-20 16:41:01.767017,0 days 00:01:36.733271,1.0737284767650708,1.6229380319011188,0.4499336013107485,0.0165083756947398,38,12,Adam,0.0011732585265015745,2,7.5675716978934435,True,COMPLETE
