number,value,datetime_start,datetime_complete,duration,params_gamma_1,params_gamma_2,params_lambda,params_n_clusters,params_n_neighbors,state
2001,50.32,2025-01-22 00:11:30.400325,2025-01-22 00:11:44.861958,0 days 00:00:14.461633,0.6227499253215837,2.13426557962555,0.3111525849393321,4,1,COMPLETE
2002,52.04,2025-01-22 00:11:40.761213,2025-01-22 00:11:54.964739,0 days 00:00:14.203526,1.1534620342576787,1.9763447653237598,0.5206006678192405,4,1,COMPLETE
2003,52.1,2025-01-22 00:11:44.956371,2025-01-22 00:11:59.345975,0 days 00:00:14.389604,1.2155219911399127,1.4390078191843507,0.5322841447682689,4,1,COMPLETE
2004,51.949999999999996,2025-01-22 00:11:55.287315,2025-01-22 00:12:08.375240,0 days 00:00:13.087925,1.963923918169927,1.4462775409727255,0.4517985095963337,2,1,COMPLETE
2005,51.71,2025-01-22 00:11:59.467671,2025-01-22 00:12:41.472182,0 days 00:00:42.004511,1.7664246113743183,1.207882548366711,0.41486523319291696,72,3,COMPLETE
2006,52.94,2025-01-22 00:12:08.474482,2025-01-22 00:12:21.457096,0 days 00:00:12.982614,1.0178172185154126,1.734900802838794,0.42546374623954397,2,1,COMPLETE
2007,51.53,2025-01-22 00:12:21.578246,2025-01-22 00:12:35.924853,0 days 00:00:14.346607,1.5011551136870274,1.1745757209541907,0.35148342729567106,6,1,COMPLETE
2008,50.99,2025-01-22 00:12:36.017650,2025-01-22 00:12:52.574889,0 days 00:00:16.557239,1.3780151340216065,1.2183947118651706,0.290363625566419,10,2,COMPLETE
2009,50.68,2025-01-22 00:12:41.566969,2025-01-22 00:13:30.437195,0 days 00:00:48.870226,1.370131613023562,1.6582270682848834,0.26992644041924574,10,2,COMPLETE
2010,50.8,2025-01-22 00:12:52.688098,2025-01-22 00:13:45.883774,0 days 00:00:53.195676,1.139567796057834,1.6647267056393895,0.3615709549515416,85,42,COMPLETE
2011,52.28,2025-01-22 00:13:30.539398,2025-01-22 00:13:43.843286,0 days 00:00:13.303888,1.0847053896241166,1.4537536598489496,0.3247285514466058,2,1,COMPLETE
2012,52.27,2025-01-22 00:13:43.964297,2025-01-22 00:13:57.858333,0 days 00:00:13.894036,1.2075631340186515,1.6759691322821615,0.3712428524519065,4,1,COMPLETE
2013,47.83,2025-01-22 00:13:46.222124,2025-01-22 00:14:00.397680,0 days 00:00:14.175556,2.2229946554287725,1.3453002452914515,0.19478121018713174,4,1,COMPLETE
2014,46.56,2025-01-22 00:13:57.987436,2025-01-22 00:14:11.245059,0 days 00:00:13.257623,0.19858500583689037,1.3320963902697909,0.41270748491566017,2,1,COMPLETE
2015,52.580000000000005,2025-01-22 00:14:00.521766,2025-01-22 00:14:13.595336,0 days 00:00:13.073570,1.598480989525774,2.2104138246157987,0.4091949878659848,2,1,COMPLETE
2016,51.9,2025-01-22 00:14:11.350080,2025-01-22 00:14:26.292628,0 days 00:00:14.942548,1.5276699766535955,2.1970683588714084,0.49051897977610304,6,1,COMPLETE
2017,51.61,2025-01-22 00:14:13.769035,2025-01-22 00:14:29.272205,0 days 00:00:15.503170,0.9944620317429926,1.1216867226131397,0.5529363016962465,8,1,COMPLETE
2018,51.44,2025-01-22 00:14:26.392248,2025-01-22 00:14:40.812829,0 days 00:00:14.420581,0.9501305366959413,1.8079136109720806,0.5529912595903057,4,1,COMPLETE
2019,51.44,2025-01-22 00:14:29.355000,2025-01-22 00:14:45.618571,0 days 00:00:16.263571,0.7462938861051779,1.8132712901321306,0.3297157136833415,4,1,COMPLETE
2020,50.31,2025-01-22 00:14:40.907289,2025-01-22 00:14:54.516684,0 days 00:00:13.609395,0.7507390641269197,2.727267348301129,0.3183928651101046,2,1,COMPLETE
2021,0.5,2025-01-22 00:14:45.717570,2025-01-22 00:15:00.528850,0 days 00:00:14.811280,0.02974004585685368,2.732043195315242,0.45591522169760795,2,1,COMPLETE
2022,52.28,2025-01-22 00:14:54.762513,2025-01-22 00:15:09.960291,0 days 00:00:15.197778,1.2933335958383345,1.4921353381191835,0.4466890573817219,6,1,COMPLETE
2023,50.339999999999996,2025-01-22 00:15:00.632100,2025-01-22 00:15:15.537508,0 days 00:00:14.905408,1.2915711350353358,1.1293992311301178,0.235320705711077,5,4,COMPLETE
2024,49.91,2025-01-22 00:15:10.093663,2025-01-22 00:15:25.416025,0 days 00:00:15.322362,1.0289918083160505,1.4029938208252575,0.225687028772266,5,4,COMPLETE
2025,52.52,2025-01-22 00:15:15.649818,2025-01-22 00:15:29.824276,0 days 00:00:14.174458,1.0069544922084264,1.509021720468251,0.37944636974128015,4,1,COMPLETE
2026,49.75,2025-01-22 00:15:25.761376,2025-01-22 00:15:39.132902,0 days 00:00:13.371526,1.8146582444737511,0.07105550397860644,0.36953247045235477,2,1,COMPLETE
2027,41.07,2025-01-22 00:15:29.927086,2025-01-22 00:15:43.103105,0 days 00:00:13.176019,0.8461938006561807,2.0647424499365963,0.12065392239085117,2,1,COMPLETE
2028,50.019999999999996,2025-01-22 00:15:39.275535,2025-01-22 00:15:55.515815,0 days 00:00:16.240280,0.8471301803758657,2.0505114800439403,0.60780068373933,8,1,COMPLETE
2029,51.190000000000005,2025-01-22 00:15:43.216525,2025-01-22 00:15:58.931708,0 days 00:00:15.715183,1.2202928719357886,1.1321092810597841,0.5975903738333187,8,2,COMPLETE
2030,51.53,2025-01-22 00:15:55.634645,2025-01-22 00:16:10.420190,0 days 00:00:14.785545,1.2403479620012874,0.2934765012222738,0.46977074179193595,4,1,COMPLETE
2031,52.22,2025-01-22 00:15:59.014772,2025-01-22 00:16:14.799456,0 days 00:00:15.784684,1.4201413118831563,1.6955075533980972,0.49842254403178665,4,1,COMPLETE
2032,48.9,2025-01-22 00:16:10.524126,2025-01-22 00:16:24.616377,0 days 00:00:14.092251,1.5032524246334191,1.6571786952860115,0.7539122291114077,2,1,COMPLETE
2033,48.35,2025-01-22 00:16:14.886287,2025-01-22 00:16:28.669399,0 days 00:00:13.783112,1.0730907707423476,1.2844860639728808,0.7486412597357703,2,1,COMPLETE
2034,52.410000000000004,2025-01-22 00:16:24.744375,2025-01-22 00:16:40.040410,0 days 00:00:15.296035,1.076979666293008,1.2459461320607157,0.40803054466964206,6,1,COMPLETE
2035,51.839999999999996,2025-01-22 00:16:28.761900,2025-01-22 00:16:43.683443,0 days 00:00:14.921543,1.7768890740308891,2.458421362289085,0.40447305255539645,6,1,COMPLETE
2036,50.56,2025-01-22 00:16:40.151087,2025-01-22 00:16:54.499126,0 days 00:00:14.348039,1.7799638385010514,1.0219705394224627,0.297674443088296,4,1,COMPLETE
2037,43.309999999999995,2025-01-22 00:16:43.782162,2025-01-22 00:16:57.964232,0 days 00:00:14.182070,0.8654122377345986,1.0691294123901014,0.9343692255169364,4,1,COMPLETE
2038,52.25,2025-01-22 00:16:54.619103,2025-01-22 00:17:08.086987,0 days 00:00:13.467884,0.9204724524876969,1.8686726084470777,0.5078982545428615,2,1,COMPLETE
2039,23.96,2025-01-22 00:16:58.087675,2025-01-22 00:17:11.228294,0 days 00:00:13.140619,1.1236771932750733,1.4747371185568374,0.0036302903178432547,2,1,COMPLETE
2040,49.87,2025-01-22 00:17:08.212567,2025-01-22 00:17:21.572115,0 days 00:00:13.359548,1.1863510206487988,0.0027841155521418103,0.3492618258180339,2,1,COMPLETE
2041,51.66,2025-01-22 00:17:11.346516,2025-01-22 00:17:26.376607,0 days 00:00:15.030091,1.3879166666786125,2.3334848793654945,0.3329801804054958,6,1,COMPLETE
2042,51.83,2025-01-22 00:17:21.697525,2025-01-22 00:17:37.543548,0 days 00:00:15.846023,0.7381408319513363,2.2490586261314784,0.4354339237591251,6,1,COMPLETE
2043,52.370000000000005,2025-01-22 00:17:26.480576,2025-01-22 00:17:40.794657,0 days 00:00:14.314081,0.7753431653254328,1.5939436277753363,0.43207078705644075,4,1,COMPLETE
2044,51.04,2025-01-22 00:17:37.672721,2025-01-22 00:17:52.425688,0 days 00:00:14.752967,1.001581446600534,0.03995096667165885,0.5146170566312068,4,1,COMPLETE
2045,51.13999999999999,2025-01-22 00:17:40.882279,2025-01-22 00:17:53.993719,0 days 00:00:13.111440,1.5186952025234763,1.4221006794825943,0.26812054112587863,2,1,COMPLETE
2046,51.06,2025-01-22 00:17:52.524238,2025-01-22 00:18:05.475956,0 days 00:00:12.951718,1.4620284395155458,1.3138653108237035,0.2636301586792218,2,1,COMPLETE
2047,50.59,2025-01-22 00:17:54.563252,2025-01-22 00:18:07.897054,0 days 00:00:13.333802,2.5506904343181573,1.169740286530631,0.5980315613751711,2,1,COMPLETE
2048,51.22,2025-01-22 00:18:05.577412,2025-01-22 00:18:21.476057,0 days 00:00:15.898645,1.1837882380272853,1.967787463143426,0.5946827546144854,8,2,COMPLETE
2049,51.739999999999995,2025-01-22 00:18:08.103245,2025-01-22 00:18:24.011005,0 days 00:00:15.907760,1.214575223127866,3.553220090354614,0.38508340509552835,8,1,COMPLETE
2050,51.300000000000004,2025-01-22 00:18:21.565024,2025-01-22 00:18:35.882758,0 days 00:00:14.317734,2.0459199442531046,1.7312107442486038,0.370075651943686,4,1,COMPLETE
2051,52.22,2025-01-22 00:18:24.116073,2025-01-22 00:18:38.204292,0 days 00:00:14.088219,0.935980138373914,1.676482124496491,0.4822841515982639,4,1,COMPLETE
2052,51.73,2025-01-22 00:18:36.001634,2025-01-22 00:18:49.984996,0 days 00:00:13.983362,0.9550524137685272,2.7537389213453425,0.5086284289563313,4,1,COMPLETE
2053,51.22,2025-01-22 00:18:38.400714,2025-01-22 00:19:21.632650,0 days 00:00:43.231936,1.0191128508452956,2.836948040019151,0.3107750701400083,68,3,COMPLETE
2054,51.42,2025-01-22 00:18:50.289688,2025-01-22 00:19:05.407173,0 days 00:00:15.117485,1.3887973283767137,1.0944294793102163,0.3178219828041928,6,1,COMPLETE
2055,52.61,2025-01-22 00:19:05.499941,2025-01-22 00:19:18.287012,0 days 00:00:12.787071,1.6374259216106926,2.0144172037116332,0.40956941282729753,2,1,COMPLETE
2056,52.38,2025-01-22 00:19:18.399705,2025-01-22 00:19:31.759128,0 days 00:00:13.359423,0.6851941975810982,1.3152163481922496,0.4523966463596488,2,1,COMPLETE
2057,52.65,2025-01-22 00:19:21.722774,2025-01-22 00:19:35.492065,0 days 00:00:13.769291,0.7268584903222852,1.337885552708381,0.44819868909327776,2,1,COMPLETE
2058,52.019999999999996,2025-01-22 00:19:31.857483,2025-01-22 00:19:46.599325,0 days 00:00:14.741842,0.8270123963884548,1.5197232079425982,0.3631250376601678,5,1,COMPLETE
2059,51.81,2025-01-22 00:19:35.627133,2025-01-22 00:20:25.681326,0 days 00:00:50.054193,1.1966310793511283,0.9621106626651967,0.36415427979135384,79,3,COMPLETE
2060,50.24999999999999,2025-01-22 00:19:46.717570,2025-01-22 00:20:00.998339,0 days 00:00:14.280769,1.2386511052753686,0.95905789939322,0.6637669664836355,4,1,COMPLETE
2061,51.839999999999996,2025-01-22 00:20:01.089512,2025-01-22 00:20:15.831280,0 days 00:00:14.741768,1.098285314518341,1.8918995149428597,0.5155061969265201,6,1,COMPLETE
2062,52.1,2025-01-22 00:20:15.939732,2025-01-22 00:20:29.254870,0 days 00:00:13.315138,1.313004879099547,2.165911298256273,0.5556628276948573,2,1,COMPLETE
2063,0.5,2025-01-22 00:20:25.796918,2025-01-22 00:20:40.221691,0 days 00:00:14.424773,0.004921086611431462,2.4299047675155117,0.5631392884879652,2,1,COMPLETE
2064,52.51,2025-01-22 00:20:29.352639,2025-01-22 00:20:43.500410,0 days 00:00:14.147771,0.9524391454071789,1.596159219955917,0.42047719522071564,4,1,COMPLETE
2065,52.5,2025-01-22 00:20:40.337071,2025-01-22 00:20:54.678790,0 days 00:00:14.341719,0.905083406907898,1.668567202448339,0.4012917422347581,4,1,COMPLETE
2066,50.4,2025-01-22 00:20:43.617458,2025-01-22 00:20:58.285642,0 days 00:00:14.668184,1.6332947091551782,0.36248339197634005,0.31013502238806046,6,1,COMPLETE
2067,50.88,2025-01-22 00:20:54.772048,2025-01-22 00:21:10.280139,0 days 00:00:15.508091,1.688823757755793,1.0886500945891682,0.29380716404776713,7,1,COMPLETE
2068,51.160000000000004,2025-01-22 00:20:58.413584,2025-01-22 00:21:14.834353,0 days 00:00:16.420769,2.102336149766257,1.1848836261808284,0.47890976398834084,11,2,COMPLETE
2069,51.94,2025-01-22 00:21:10.381160,2025-01-22 00:21:27.452703,0 days 00:00:17.071543,1.3832429208588155,1.255995739549943,0.47481137878271523,11,2,COMPLETE
2070,52.55,2025-01-22 00:21:14.955546,2025-01-22 00:21:28.612480,0 days 00:00:13.656934,1.0783321957459338,1.3820558055356325,0.3556509399701574,2,1,COMPLETE
2071,32.74,2025-01-22 00:21:27.571383,2025-01-22 00:21:40.612341,0 days 00:00:13.040958,1.120607119897486,1.4556052317703225,0.044175021952184736,2,1,COMPLETE
2072,49.03,2025-01-22 00:21:28.738640,2025-01-22 00:21:43.126358,0 days 00:00:14.387718,0.8224716936713801,1.9127749746283287,0.663591747457273,4,1,COMPLETE
2073,49.01,2025-01-22 00:21:40.722770,2025-01-22 00:21:54.884820,0 days 00:00:14.162050,0.8680062491113993,1.9199645662067333,0.6658382056214672,4,1,COMPLETE
2074,52.370000000000005,2025-01-22 00:21:43.237873,2025-01-22 00:21:57.441705,0 days 00:00:14.203832,1.3561958203853817,2.2837128811913554,0.4052308504888914,4,1,COMPLETE
2075,50.38,2025-01-22 00:21:54.981295,2025-01-22 00:22:10.593161,0 days 00:00:15.611866,0.5189516920295784,2.3107352186845196,0.4173447361499865,6,1,COMPLETE
2076,51.29,2025-01-22 00:21:57.824617,2025-01-22 00:22:11.661351,0 days 00:00:13.836734,1.0414790304348875,3.274291392439604,0.5485594572742932,2,1,COMPLETE
2077,0.5,2025-01-22 00:22:10.698869,2025-01-22 00:22:24.722480,0 days 00:00:14.023611,0.118301046649037,3.5343671222847566,0.5394510142815786,2,1,COMPLETE
2078,51.870000000000005,2025-01-22 00:22:11.771340,2025-01-22 00:22:26.777073,0 days 00:00:15.005733,1.3420837654843967,0.5527585691011261,0.3455590793492621,2,1,COMPLETE
2079,51.05,2025-01-22 00:22:24.837432,2025-01-22 00:22:40.657537,0 days 00:00:15.820105,1.4742546137479047,0.5980133832034894,0.35025062237412474,8,1,COMPLETE
2080,51.870000000000005,2025-01-22 00:22:27.420396,2025-01-22 00:22:43.222901,0 days 00:00:15.802505,1.5904735700138801,1.6320790609664582,0.4743110155589806,8,1,COMPLETE
2081,52.17,2025-01-22 00:22:40.771008,2025-01-22 00:22:55.548175,0 days 00:00:14.777167,1.082440845627955,0.8379482794417041,0.47787960368528487,4,1,COMPLETE
2082,49.41,2025-01-22 00:22:43.328186,2025-01-22 00:22:57.859072,0 days 00:00:14.530886,0.6047996838373271,0.8378735078615935,0.2587062279447622,5,1,COMPLETE
2083,50.14999999999999,2025-01-22 00:22:55.646763,2025-01-22 00:23:10.255362,0 days 00:00:14.608599,0.7069156438436369,1.0441796345827064,0.2680112703442555,5,1,COMPLETE
2084,52.400000000000006,2025-01-22 00:22:58.062790,2025-01-22 00:23:12.237727,0 days 00:00:14.174937,0.7927491265136167,1.1485051085286757,0.39718715396682414,4,1,COMPLETE
2085,52.86,2025-01-22 00:23:10.382621,2025-01-22 00:23:23.975593,0 days 00:00:13.592972,0.934277309243223,1.1908173543765885,0.4019072998138498,2,1,COMPLETE
2086,51.57000000000001,2025-01-22 00:23:12.815226,2025-01-22 00:23:26.202250,0 days 00:00:13.387024,2.001906773826296,1.472191322056102,0.593945334268654,2,1,COMPLETE
2087,50.63999999999999,2025-01-22 00:23:24.075172,2025-01-22 00:23:37.270873,0 days 00:00:13.195701,0.6651975692105706,0.873279448988267,0.28875227616319543,2,1,COMPLETE
2088,51.05,2025-01-22 00:23:26.619487,2025-01-22 00:23:41.325282,0 days 00:00:14.705795,0.7360775917128779,0.9965416190465207,0.2978412456124505,6,1,COMPLETE
2089,47.339999999999996,2025-01-22 00:23:37.380767,2025-01-22 00:23:52.697455,0 days 00:00:15.316688,0.6529119940985169,0.9617968035973534,0.2000986053499678,6,1,COMPLETE
2090,48.76,2025-01-22 00:23:41.443731,2025-01-22 00:23:56.062443,0 days 00:00:14.618712,0.8610122932335846,0.9560253339931349,0.21107021244301372,4,1,COMPLETE
2091,51.9,2025-01-22 00:23:52.824666,2025-01-22 00:24:07.191270,0 days 00:00:14.366604,0.8364891501231233,1.0938188742232087,0.33264233883700944,4,1,COMPLETE
2092,51.4,2025-01-22 00:23:56.186428,2025-01-22 00:24:09.341159,0 days 00:00:13.154731,0.5841928260965533,1.0974866722117325,0.33210031323042954,2,1,COMPLETE
2093,51.94,2025-01-22 00:24:07.308540,2025-01-22 00:24:20.366001,0 days 00:00:13.057461,0.6100452256024896,0.7446069323692142,0.3456107652643319,2,1,COMPLETE
2094,52.690000000000005,2025-01-22 00:24:09.671901,2025-01-22 00:24:22.875450,0 days 00:00:13.203549,0.8054328143126253,1.2018051598752328,0.37328051313241484,2,1,COMPLETE
2095,0.5,2025-01-22 00:24:20.480312,2025-01-22 00:24:36.593487,0 days 00:00:16.113175,0.011386083250181948,1.154835850773047,0.4024778068349089,6,1,COMPLETE
2096,52.5,2025-01-22 00:24:23.004211,2025-01-22 00:24:37.323595,0 days 00:00:14.319384,0.915180457117064,0.9094616042804994,0.40470082100172267,4,1,COMPLETE
2097,52.49,2025-01-22 00:24:36.704718,2025-01-22 00:24:50.958997,0 days 00:00:14.254279,0.9258410559498969,0.9112495678900697,0.4144161375693588,4,1,COMPLETE
2098,51.129999999999995,2025-01-22 00:24:37.428115,2025-01-22 00:24:52.425512,0 days 00:00:14.997397,0.7592992981190783,0.7941489963645871,0.2996531638648437,4,1,COMPLETE
2099,50.42,2025-01-22 00:24:51.095652,2025-01-22 00:25:06.845191,0 days 00:00:15.749539,0.9413014535573977,1.213043845696392,0.2490162683006186,7,1,COMPLETE
2100,0.5,2025-01-22 00:24:52.890820,2025-01-22 00:25:09.925949,0 days 00:00:17.035129,0.0017993191057224267,1.2023929684270747,0.3569451099310576,8,2,COMPLETE
2101,52.470000000000006,2025-01-22 00:25:06.958837,2025-01-22 00:25:20.580351,0 days 00:00:13.621514,0.9920763384927286,1.1872175809125205,0.3504767867930922,2,1,COMPLETE
2102,52.26,2025-01-22 00:25:10.057575,2025-01-22 00:25:23.821161,0 days 00:00:13.763586,0.7135254765889699,1.2851788285571593,0.4751202812833791,2,1,COMPLETE
2103,0.5,2025-01-22 00:25:20.707584,2025-01-22 00:25:35.041754,0 days 00:00:14.334170,0.0038053752461360032,1.3211548549883283,0.4834285835120641,2,1,COMPLETE
2104,52.52,2025-01-22 00:25:23.909038,2025-01-22 00:25:38.590761,0 days 00:00:14.681723,0.9429646686854308,0.9974580044695847,0.43386043437555216,4,1,COMPLETE
2105,52.42,2025-01-22 00:25:35.154183,2025-01-22 00:25:50.080481,0 days 00:00:14.926298,0.9713234046626316,0.6770848364055883,0.4197701606054405,5,4,COMPLETE
2106,51.190000000000005,2025-01-22 00:25:38.709834,2025-01-22 00:25:53.811572,0 days 00:00:15.101738,0.8136930851360971,0.6727069458119975,0.2958748179697079,6,1,COMPLETE
2107,20.8,2025-01-22 00:25:50.185937,2025-01-22 00:26:05.551186,0 days 00:00:15.365249,0.49521096114311974,1.361911253071257,0.00532335730978808,6,1,COMPLETE
2108,50.86000000000001,2025-01-22 00:25:53.928239,2025-01-22 00:26:08.300379,0 days 00:00:14.372140,0.5093618023660167,1.0385021272853727,0.5367032408392565,4,1,COMPLETE
2109,52.190000000000005,2025-01-22 00:26:05.667912,2025-01-22 00:26:19.376489,0 days 00:00:13.708577,1.0975732438772485,1.0202755379643766,0.5386498224954984,2,1,COMPLETE
2110,52.5,2025-01-22 00:26:08.400581,2025-01-22 00:26:21.735942,0 days 00:00:13.335361,1.0959466140952026,1.4205942674176502,0.36248010983405926,2,1,COMPLETE
2111,0.5,2025-01-22 00:26:19.494110,2025-01-22 00:26:37.109518,0 days 00:00:17.615408,0.006533450470934978,1.4859411065647392,0.3745765901853634,9,2,COMPLETE
2112,51.4,2025-01-22 00:26:21.946351,2025-01-22 00:26:36.600123,0 days 00:00:14.653772,0.7422708801859105,1.3946320097640494,0.3161081110131341,4,1,COMPLETE
2113,52.86,2025-01-22 00:26:36.736645,2025-01-22 00:26:50.464677,0 days 00:00:13.728032,0.8422948263630714,1.1426715251910733,0.40736967232747173,2,1,COMPLETE
2114,52.65,2025-01-22 00:26:37.261623,2025-01-22 00:26:51.127377,0 days 00:00:13.865754,0.8765646726812905,0.8347794770419806,0.45981412383759607,2,1,COMPLETE
2115,51.739999999999995,2025-01-22 00:26:50.565173,2025-01-22 00:27:05.641002,0 days 00:00:15.075829,0.6518787639595328,1.238532600288588,0.47248041884016584,7,1,COMPLETE
2116,46.410000000000004,2025-01-22 00:26:51.237118,2025-01-22 00:27:07.288751,0 days 00:00:16.051633,0.8777038880942959,1.251039426688247,0.7941761659623797,7,1,COMPLETE
2117,47.699999999999996,2025-01-22 00:27:05.763835,2025-01-22 00:27:21.950492,0 days 00:00:16.186657,0.38650352330931403,1.5269407456421793,0.6104309770517354,9,2,COMPLETE
2118,50.239999999999995,2025-01-22 00:27:07.657746,2025-01-22 00:27:22.514024,0 days 00:00:14.856278,0.7314571486048151,0.002048343749814127,0.5848074737763708,5,1,COMPLETE
2119,51.57000000000001,2025-01-22 00:27:22.094106,2025-01-22 00:28:09.722648,0 days 00:00:47.628542,0.7184332071968674,1.598752428932731,0.5134118211588959,5,1,COMPLETE
2120,52.14,2025-01-22 00:27:22.831331,2025-01-22 00:27:36.364636,0 days 00:00:13.533305,0.6468408405671883,1.4536412243238392,0.4262814603216221,4,1,COMPLETE
2121,51.580000000000005,2025-01-22 00:27:36.486269,2025-01-22 00:27:50.319875,0 days 00:00:13.833606,0.7835459774607488,1.620302130767313,0.5035041600136126,4,1,COMPLETE
2122,52.019999999999996,2025-01-22 00:27:50.407730,2025-01-22 00:28:05.799781,0 days 00:00:15.392051,0.5904105835956078,1.2282948553017883,0.3906910045580199,6,1,COMPLETE
2123,46.96,2025-01-22 00:28:05.908091,2025-01-22 00:28:20.264452,0 days 00:00:14.356361,0.5757640274161783,1.6438616744995345,0.7028279280347748,4,1,COMPLETE
2124,49.41,2025-01-22 00:28:09.818443,2025-01-22 00:28:24.435232,0 days 00:00:14.616789,0.8304130751644421,1.1066521822499764,0.6595958320907132,4,1,COMPLETE
2125,26.83,2025-01-22 00:28:20.386795,2025-01-22 00:28:33.676953,0 days 00:00:13.290158,0.835573226926216,1.1433156264361084,0.017759272239146893,2,1,COMPLETE
2126,33.43,2025-01-22 00:28:24.568849,2025-01-22 00:28:38.761252,0 days 00:00:14.192403,0.9965155494567927,1.2943007918547214,1.7049192368959265,2,1,COMPLETE
2127,52.019999999999996,2025-01-22 00:28:33.790732,2025-01-22 00:28:49.142148,0 days 00:00:15.351416,0.9942027940916603,1.4819350466947048,0.33962051345384786,6,1,COMPLETE
2128,52.49,2025-01-22 00:28:38.877299,2025-01-22 00:28:53.984129,0 days 00:00:15.106830,0.9745756419128183,1.4068123676290176,0.4213866884924683,6,1,COMPLETE
2129,52.2,2025-01-22 00:28:49.342305,2025-01-22 00:29:03.853009,0 days 00:00:14.510704,0.6622906743978167,1.381139586934915,0.4303749984545221,4,1,COMPLETE
2130,51.89,2025-01-22 00:28:54.111478,2025-01-22 00:29:07.920524,0 days 00:00:13.809046,0.7376251059706079,1.7125037465438662,0.5015188202654892,2,1,COMPLETE
2131,51.78,2025-01-22 00:29:03.972507,2025-01-22 00:29:20.694498,0 days 00:00:16.721991,1.124884365004043,1.7516137224879968,0.5212203860440777,10,2,COMPLETE
2132,50.36000000000001,2025-01-22 00:29:08.049121,2025-01-22 00:29:24.569888,0 days 00:00:16.520767,1.1472864047394757,1.1548481396715549,0.24637873000272098,10,2,COMPLETE
2133,51.949999999999996,2025-01-22 00:29:20.819262,2025-01-22 00:29:35.330407,0 days 00:00:14.511145,1.1088026105669615,1.098762834894145,0.3415012646054605,4,1,COMPLETE
2134,51.800000000000004,2025-01-22 00:29:24.702658,2025-01-22 00:29:39.173011,0 days 00:00:14.470353,0.8688956248922878,1.0899671156443014,0.3208208345907192,4,1,COMPLETE
2135,48.82,2025-01-22 00:29:35.454822,2025-01-22 00:29:49.091422,0 days 00:00:13.636600,0.44044166093006737,1.3523275609256151,0.28793298242266274,2,1,COMPLETE
2136,52.7,2025-01-22 00:29:39.273812,2025-01-22 00:29:52.822215,0 days 00:00:13.548403,0.8752909839568845,1.3341261146212573,0.3933700901850014,2,1,COMPLETE
2137,50.949999999999996,2025-01-22 00:29:49.192870,2025-01-22 00:30:02.289331,0 days 00:00:13.096461,0.9195961284926312,1.7195273934286877,0.5873261436095653,2,1,COMPLETE
2138,50.580000000000005,2025-01-22 00:29:52.919802,2025-01-22 00:30:08.613789,0 days 00:00:15.693987,1.1871120829183972,0.17799373779303673,0.6064182914905187,7,1,COMPLETE
2139,52.23,2025-01-22 00:30:02.382867,2025-01-22 00:30:18.924656,0 days 00:00:16.541789,1.1492139536010066,1.925604829914426,0.46833155538081905,8,1,COMPLETE
2140,51.349999999999994,2025-01-22 00:30:08.731915,2025-01-22 00:30:23.120571,0 days 00:00:14.388656,1.0311391627900346,0.11953420679805793,0.466359826140858,4,1,COMPLETE
2141,24.67,2025-01-22 00:30:19.050178,2025-01-22 00:30:33.316481,0 days 00:00:14.266303,0.7454302527974289,1.6041568857549136,0.012912963922432802,4,1,COMPLETE
2142,52.07000000000001,2025-01-22 00:30:23.252226,2025-01-22 00:30:38.351854,0 days 00:00:15.099628,0.7147770287898687,1.591282434541909,0.3796008541400894,6,1,COMPLETE
2143,49.75,2025-01-22 00:30:33.406624,2025-01-22 00:30:48.698902,0 days 00:00:15.292278,0.32547469238862975,0.004138852236311939,0.3889923536466144,6,1,COMPLETE
2144,38.379999999999995,2025-01-22 00:30:38.475800,2025-01-22 00:30:51.768187,0 days 00:00:13.292387,1.2123934793227804,0.975326380538128,0.07489929980787545,2,1,COMPLETE
2145,52.86,2025-01-22 00:30:48.788639,2025-01-22 00:31:02.525953,0 days 00:00:13.737314,1.2177510505140696,1.0260854420049865,0.4442015188297204,2,1,COMPLETE
2146,52.52,2025-01-22 00:30:51.863298,2025-01-22 00:31:06.507713,0 days 00:00:14.644415,0.9530066509304385,1.2985340033504846,0.43022548220287854,4,1,COMPLETE
2147,50.580000000000005,2025-01-22 00:31:02.644080,2025-01-22 00:31:18.548426,0 days 00:00:15.904346,0.5614692192145732,0.8352835189080297,0.5496376940918605,7,1,COMPLETE
2148,41.29,2025-01-22 00:31:06.636628,2025-01-22 00:31:22.952987,0 days 00:00:16.316359,0.5655778089190365,0.00648122200396862,0.9294515261123143,8,1,COMPLETE
2149,47.349999999999994,2025-01-22 00:31:18.660125,2025-01-22 00:31:35.048227,0 days 00:00:16.388102,0.8568435818983651,0.8695454790305309,0.7611729709248527,8,1,COMPLETE
2150,50.349999999999994,2025-01-22 00:31:23.059878,2025-01-22 00:31:37.643085,0 days 00:00:14.583207,0.8225012075968153,0.8793465817909426,0.6116347899728617,5,1,COMPLETE
2151,50.06,2025-01-22 00:31:35.186242,2025-01-22 00:31:49.528745,0 days 00:00:14.342503,1.2728620352130597,0.7812043873409482,0.6635790534373427,5,1,COMPLETE
2152,51.849999999999994,2025-01-22 00:31:37.771181,2025-01-22 00:31:52.224958,0 days 00:00:14.453777,1.0357700670558498,0.9942350417271382,0.5429027209366599,4,1,COMPLETE
2153,51.92,2025-01-22 00:31:49.633410,2025-01-22 00:32:03.805866,0 days 00:00:14.172456,1.0156599107890327,0.9862861055354327,0.519342546800766,4,1,COMPLETE
