number,value,datetime_start,datetime_complete,duration,params_gamma_1,params_gamma_2,params_lambda,params_n_clusters,params_n_neighbors,state
3477,50.62,2025-01-22 03:31:13.087653,2025-01-22 03:31:29.815397,0 days 00:00:16.727744,0.6481600974151838,1.3027908163440014,0.3061423988455535,8,1,COMPLETE
3478,51.68000000000001,2025-01-22 03:31:25.268900,2025-01-22 03:31:41.454806,0 days 00:00:16.185906,0.9584299012907863,1.576766409411076,0.33529830032769536,8,1,COMPLETE
3479,26.66,2025-01-22 03:31:29.962994,2025-01-22 03:31:46.032214,0 days 00:00:16.069220,0.9954804880425644,1.5704612766051607,2.971511544619305,6,1,COMPLETE
3480,51.6,2025-01-22 03:31:41.741354,2025-01-22 03:31:56.897741,0 days 00:00:15.156387,0.9728129197145007,1.606954328060992,0.3212716740775812,5,1,COMPLETE
3481,51.7,2025-01-22 03:31:46.169210,2025-01-22 03:31:59.562747,0 days 00:00:13.393537,0.8449102084179347,1.1282947595406885,0.3045200023236134,2,1,COMPLETE
3482,52.66,2025-01-22 03:31:57.054447,2025-01-22 03:32:10.606068,0 days 00:00:13.551621,0.7764363015940703,1.116853521236108,0.37340561025548785,2,1,COMPLETE
3483,0.5,2025-01-22 03:31:59.690246,2025-01-22 03:32:15.070882,0 days 00:00:15.380636,0.00991371971132654,1.3073094312220852,0.3884881975158889,4,1,COMPLETE
3484,52.32,2025-01-22 03:32:10.733071,2025-01-22 03:32:25.261070,0 days 00:00:14.527999,1.1265095905392835,1.3513954383907951,0.37566403827606404,4,1,COMPLETE
3485,52.410000000000004,2025-01-22 03:32:15.206149,2025-01-22 03:32:29.447817,0 days 00:00:14.241668,1.1187830008319433,1.40260294615639,0.383048714507497,4,1,COMPLETE
3486,50.82,2025-01-22 03:32:25.492995,2025-01-22 03:32:43.041163,0 days 00:00:17.548168,1.3533251231514263,1.0316176731012914,0.2851596858930499,10,2,COMPLETE
3487,51.78,2025-01-22 03:32:29.583362,2025-01-22 03:32:43.248262,0 days 00:00:13.664900,1.3629622593853004,1.0200837735987387,0.31049870876015445,2,1,COMPLETE
3488,52.21,2025-01-22 03:32:43.177467,2025-01-22 03:32:57.383415,0 days 00:00:14.205948,0.8984760942447273,1.654232498057696,0.3345672722907234,2,1,COMPLETE
3489,52.16,2025-01-22 03:32:43.401053,2025-01-22 03:32:59.172472,0 days 00:00:15.771419,0.9203148514496338,1.463980625216937,0.4202157535577006,6,5,COMPLETE
3490,48.089999999999996,2025-01-22 03:32:57.534841,2025-01-22 03:33:12.460629,0 days 00:00:14.925788,5.853744901561091,1.6455198529663897,0.410998023048202,6,1,COMPLETE
3491,52.470000000000006,2025-01-22 03:32:59.832278,2025-01-22 03:33:14.474383,0 days 00:00:14.642105,1.1191171274720468,1.184496879509295,0.4286753306627589,4,1,COMPLETE
3492,52.349999999999994,2025-01-22 03:33:12.621255,2025-01-22 03:33:28.032953,0 days 00:00:15.411698,1.1252841801169844,1.1940833080467095,0.461631897033364,4,1,COMPLETE
3493,51.959999999999994,2025-01-22 03:33:14.928592,2025-01-22 03:33:29.284391,0 days 00:00:14.355799,0.7112991662602524,1.7449749352688693,0.3498816463304659,2,1,COMPLETE
3494,52.239999999999995,2025-01-22 03:33:28.168049,2025-01-22 03:33:41.670772,0 days 00:00:13.502723,1.528771616442025,1.8367810456440283,0.34876985465205285,2,1,COMPLETE
3495,51.78,2025-01-22 03:33:29.424651,2025-01-22 03:33:42.845907,0 days 00:00:13.421256,1.8454701501573576,0.8960643368113212,0.48772487805920667,2,1,COMPLETE
3496,50.839999999999996,2025-01-22 03:33:41.829984,2025-01-22 03:33:56.561661,0 days 00:00:14.731677,1.2997133944175947,0.1365339974563767,0.49180565497679973,6,1,COMPLETE
3497,52.190000000000005,2025-01-22 03:33:42.987552,2025-01-22 03:36:57.905810,0 days 00:03:14.918258,1.2299506741412864,1.3364794221542606,0.3989393802768684,95,3,COMPLETE
3498,52.580000000000005,2025-01-22 03:33:56.708071,2025-01-22 03:34:11.049996,0 days 00:00:14.341925,0.9766348429755897,1.2832934758323704,0.4033441281600397,4,1,COMPLETE
3499,50.39,2025-01-22 03:34:11.208428,2025-01-22 03:34:27.271890,0 days 00:00:16.063462,0.7775328078096092,1.5242421744037762,0.2830247823236792,8,1,COMPLETE
3500,52.16,2025-01-22 03:34:27.398219,2025-01-22 03:34:40.750589,0 days 00:00:13.352370,1.5380266638045177,1.0376083925211408,0.3679102222050505,2,1,COMPLETE
3501,24.04,2025-01-22 03:34:40.881486,2025-01-22 03:34:54.747022,0 days 00:00:13.865536,1.230051518570498,1.4240170069094433,0.003278729328948046,4,1,COMPLETE
3502,51.27,2025-01-22 03:34:54.887829,2025-01-22 03:35:09.867168,0 days 00:00:14.979339,0.5315949088147037,1.7241296871109066,0.42131433723703043,6,1,COMPLETE
3503,51.67,2025-01-22 03:35:10.006366,2025-01-22 03:35:23.701539,0 days 00:00:13.695173,0.9072059194625743,1.1969970068410227,0.5352228818058165,4,1,COMPLETE
3504,52.33,2025-01-22 03:35:23.826475,2025-01-22 03:35:36.746126,0 days 00:00:12.919651,1.092951231313822,1.368003713882917,0.3330597291509591,2,1,COMPLETE
3505,50.07,2025-01-22 03:35:36.895706,2025-01-22 03:36:29.959281,0 days 00:00:53.063575,1.3109094063091173,0.8642731618879246,0.23078797737691575,96,3,COMPLETE
3506,51.89,2025-01-22 03:36:30.107180,2025-01-22 03:36:44.035032,0 days 00:00:13.927852,1.7661172392033897,1.7506210854368593,0.44253814073638487,4,1,COMPLETE
3507,46.12,2025-01-22 03:36:44.167264,2025-01-22 03:36:57.773175,0 days 00:00:13.605911,1.00165266468239,1.049437760327139,0.15816740680813385,2,1,COMPLETE
3508,49.72,2025-01-22 03:36:57.918820,2025-01-22 03:37:13.657717,0 days 00:00:15.738897,0.7120080729939455,1.6287189775103965,0.6128546763342059,6,1,COMPLETE
3509,25.22,2025-01-22 03:36:58.055542,2025-01-22 03:37:13.375301,0 days 00:00:15.319759,0.7545351910420146,1.591343886631122,0.015243906164190274,6,1,COMPLETE
3510,52.39,2025-01-22 03:37:13.518136,2025-01-22 03:37:27.478513,0 days 00:00:13.960377,1.0333263092189273,1.2131341225885994,0.5158192648804805,2,1,COMPLETE
3511,52.38,2025-01-22 03:37:13.785791,2025-01-22 03:37:27.807563,0 days 00:00:14.021772,1.509593929833707,1.1709847190940155,0.5092641672905966,2,1,COMPLETE
3512,49.87,2025-01-22 03:37:27.598923,2025-01-22 03:37:43.794681,0 days 00:00:16.195758,1.4866012412909244,0.21077888244002,0.30205313817492513,4,1,COMPLETE
3513,50.55,2025-01-22 03:37:27.980306,2025-01-22 03:37:44.703036,0 days 00:00:16.722730,0.8697702608742764,1.9212626750582142,0.2849746240674457,8,1,COMPLETE
3514,51.83,2025-01-22 03:37:43.952264,2025-01-22 03:37:59.546402,0 days 00:00:15.594138,0.877485318451253,1.9543907493240986,0.3670592844451751,8,1,COMPLETE
3515,50.8,2025-01-22 03:37:44.846376,2025-01-22 03:37:59.511743,0 days 00:00:14.665367,1.9608453391312293,0.9141254425917511,0.35420316985142125,4,1,COMPLETE
3516,53.13,2025-01-22 03:37:59.666868,2025-01-22 03:38:13.664731,0 days 00:00:13.997863,1.168444688930284,1.4299097845408446,0.42186038061831005,2,1,COMPLETE
3517,52.980000000000004,2025-01-22 03:37:59.682486,2025-01-22 03:38:13.316429,0 days 00:00:13.633943,1.1841285086455613,1.3804548777775514,0.4431041002460992,2,1,COMPLETE
3518,34.83,2025-01-22 03:38:13.469758,2025-01-22 03:38:28.472742,0 days 00:00:15.002984,1.0679528462524326,1.0552465716750978,1.509217626180755,5,1,COMPLETE
3519,50.3,2025-01-22 03:38:13.853050,2025-01-22 03:38:31.227180,0 days 00:00:17.374130,1.0338509347368208,1.3562652783236073,0.2520018279429091,10,2,COMPLETE
3520,48.230000000000004,2025-01-22 03:38:28.606232,2025-01-22 03:38:44.874010,0 days 00:00:16.267778,0.8207372804454606,1.3476607024278209,0.20763976506052448,8,1,COMPLETE
3521,51.24999999999999,2025-01-22 03:38:31.341240,2025-01-22 03:38:47.008327,0 days 00:00:15.667087,0.7713491627982215,1.3517583847823038,0.307031772353478,7,1,COMPLETE
3522,48.52,2025-01-22 03:38:45.005614,2025-01-22 03:38:59.914925,0 days 00:00:14.909311,0.35780521492709816,1.1656903480349092,0.30388805259120777,6,1,COMPLETE
3523,51.51,2025-01-22 03:38:47.592642,2025-01-22 03:39:02.795102,0 days 00:00:15.202460,0.6528006646461487,1.0841888630118486,0.32426981599952065,6,1,COMPLETE
3524,49.17,2025-01-22 03:39:00.067530,2025-01-22 03:39:14.947063,0 days 00:00:14.879533,0.6179257966695512,1.468704994838778,0.26357478337186274,5,1,COMPLETE
3525,52.01,2025-01-22 03:39:02.931221,2025-01-22 03:39:17.812220,0 days 00:00:14.880999,1.0094717473206676,1.4079641823482951,0.3550519437722601,5,1,COMPLETE
3526,51.94,2025-01-22 03:39:15.090964,2025-01-22 03:39:29.614328,0 days 00:00:14.523364,1.2808256602022072,1.214795621644335,0.35555131450618344,4,1,COMPLETE
3527,52.12,2025-01-22 03:39:17.959392,2025-01-22 03:39:32.218657,0 days 00:00:14.259265,1.2531198795635747,1.1850955973759763,0.3892408374488634,4,1,COMPLETE
3528,51.67,2025-01-22 03:39:29.743969,2025-01-22 03:39:46.428559,0 days 00:00:16.684590,1.1588281610105053,1.0148104969172633,0.3867914738274057,10,2,COMPLETE
3529,51.22,2025-01-22 03:39:32.369916,2025-01-22 03:39:46.848476,0 days 00:00:14.478560,0.9326926972499852,0.9613341462512388,0.28492608591526425,4,1,COMPLETE
3530,51.519999999999996,2025-01-22 03:39:46.581301,2025-01-22 03:40:01.780704,0 days 00:00:15.199403,0.9102673990631965,1.5394156962963927,0.31070805894473574,4,1,COMPLETE
3531,51.83,2025-01-22 03:39:46.984123,2025-01-22 03:40:03.835997,0 days 00:00:16.851874,0.8756440486172747,1.4605256674369667,0.32707763391432865,7,5,COMPLETE
3532,0.5,2025-01-22 03:40:01.929832,2025-01-22 03:40:17.494462,0 days 00:00:15.564630,0.005019233278371755,1.4506006819390136,0.40921885531368096,6,1,COMPLETE
3533,52.2,2025-01-22 03:40:04.270426,2025-01-22 03:40:42.383910,0 days 00:00:38.113484,1.4337508390767713,1.2571136154842097,0.4126127013493611,62,4,COMPLETE
3534,52.66,2025-01-22 03:40:17.604804,2025-01-22 03:40:31.260759,0 days 00:00:13.655955,1.4483327085369664,1.2781587983428457,0.4159984129274434,2,1,COMPLETE
3535,50.71,2025-01-22 03:40:31.398419,2025-01-22 03:40:45.629196,0 days 00:00:14.230777,1.1406166634515107,1.21721663051489,0.2553871164388716,4,1,COMPLETE
3536,52.290000000000006,2025-01-22 03:40:42.508396,2025-01-22 03:40:57.188328,0 days 00:00:14.679932,1.082617881159867,1.5270501974517567,0.353387369659961,4,1,COMPLETE
3537,52.669999999999995,2025-01-22 03:40:45.762928,2025-01-22 03:40:59.283994,0 days 00:00:13.521066,1.0549257215237837,1.6162599745218267,0.37508864566393085,2,1,COMPLETE
3538,52.52,2025-01-22 03:40:57.335949,2025-01-22 03:41:10.852131,0 days 00:00:13.516182,0.7266360351775675,0.8382129542770833,0.4463018382653608,2,1,COMPLETE
3539,52.23,2025-01-22 03:40:59.743046,2025-01-22 03:41:15.655554,0 days 00:00:15.912508,0.748407827455608,0.8492490845719228,0.44708974765132564,8,1,COMPLETE
3540,51.88,2025-01-22 03:41:11.118512,2025-01-22 03:41:27.525365,0 days 00:00:16.406853,1.3315309431670033,0.9705470139939647,0.4420487769234525,8,1,COMPLETE
3541,23.669999999999998,2025-01-22 03:41:15.776271,2025-01-22 03:41:31.427339,0 days 00:00:15.651068,1.6817546026974302,1.1194869770382052,0.004468608919052525,6,1,COMPLETE
3542,51.239999999999995,2025-01-22 03:41:27.696554,2025-01-22 03:41:43.057110,0 days 00:00:15.360556,1.671336004176331,1.0789852478888846,0.3276971994612544,6,1,COMPLETE
3543,51.89,2025-01-22 03:41:31.594554,2025-01-22 03:41:46.373849,0 days 00:00:14.779295,0.904783420763858,1.5309625564554568,0.33411679049237836,4,1,COMPLETE
3544,52.410000000000004,2025-01-22 03:41:43.177012,2025-01-22 03:41:57.527162,0 days 00:00:14.350150,0.9745960522412672,1.5640626661517396,0.36254434606804026,4,1,COMPLETE
3545,51.27,2025-01-22 03:41:46.538996,2025-01-22 03:42:00.039259,0 days 00:00:13.500263,1.2429962054384374,1.3982840104867336,0.2717007149489077,2,1,COMPLETE
3546,48.92,2025-01-22 03:41:57.680599,2025-01-22 03:42:11.705382,0 days 00:00:14.024783,1.2473950639265683,0.025297838755821513,0.2632958993531414,2,1,COMPLETE
3547,52.87,2025-01-22 03:42:00.506999,2025-01-22 03:42:14.053531,0 days 00:00:13.546532,1.3448184909604117,1.2682385565044525,0.44617945696165107,2,1,COMPLETE
3548,51.129999999999995,2025-01-22 03:42:11.855234,2025-01-22 03:42:26.554055,0 days 00:00:14.698821,2.2213430648991244,1.2234989419125764,0.46950800283698413,4,1,COMPLETE
3549,26.31,2025-01-22 03:42:14.564220,2025-01-22 03:42:28.740278,0 days 00:00:14.176058,0.5293276329532505,1.689663871159151,0.036562722729138644,4,1,COMPLETE
3550,52.449999999999996,2025-01-22 03:42:26.866162,2025-01-22 03:42:42.232098,0 days 00:00:15.365936,1.068860181464826,1.6645346845017028,0.3891916136644965,6,1,COMPLETE
3551,50.54,2025-01-22 03:42:29.206426,2025-01-22 03:42:44.528497,0 days 00:00:15.322071,1.0639685926949818,0.008365450647437413,0.4027230142375132,6,1,COMPLETE
3552,52.81,2025-01-22 03:42:42.383344,2025-01-22 03:42:56.124591,0 days 00:00:13.741247,0.8573613073023366,0.9992840192852556,0.39290666029661336,2,1,COMPLETE
3553,52.22,2025-01-22 03:42:44.861207,2025-01-22 03:42:58.461787,0 days 00:00:13.600580,0.822424934392923,1.0802050282725586,0.505265471465393,2,1,COMPLETE
3554,52.07000000000001,2025-01-22 03:42:56.273224,2025-01-22 03:43:10.723374,0 days 00:00:14.450150,1.5074525204151754,1.3634870572462918,0.5158872570946756,4,1,COMPLETE
3555,0.5,2025-01-22 03:42:58.975611,2025-01-22 03:43:14.104646,0 days 00:00:15.129035,0.03683540343990879,1.3661499838792173,0.31791195583440024,4,1,COMPLETE
3556,49.2,2025-01-22 03:43:10.871443,2025-01-22 03:43:25.957192,0 days 00:00:15.085749,1.1276067459447143,1.633185074509136,0.2127975508064226,4,1,COMPLETE
3557,52.53,2025-01-22 03:43:14.233593,2025-01-22 03:43:27.467771,0 days 00:00:13.234178,1.1989061436109196,1.7547500717084579,0.3512806075678857,2,1,COMPLETE
3558,51.13999999999999,2025-01-22 03:43:26.123453,2025-01-22 03:43:39.604551,0 days 00:00:13.481098,1.8791261154825771,0.7621847708750643,0.35148516970121596,2,1,COMPLETE
3559,35.61,2025-01-22 03:43:27.704308,2025-01-22 03:43:45.458127,0 days 00:00:17.753819,1.5119057699216476,1.1277690745514275,0.05535791423811694,9,2,COMPLETE
3560,45.67,2025-01-22 03:43:39.766408,2025-01-22 03:43:57.858066,0 days 00:00:18.091658,0.15532131719284045,1.1736256736650108,0.4536735997686383,12,2,COMPLETE
3561,52.52,2025-01-22 03:43:45.592251,2025-01-22 03:44:00.919198,0 days 00:00:15.326947,0.9792951496584563,1.4086169544061018,0.4336844149611142,6,1,COMPLETE
3562,0.5,2025-01-22 03:43:57.993486,2025-01-22 03:44:14.317077,0 days 00:00:16.323591,0.006266416559735151,1.4548331958032792,0.30075462380020485,6,1,COMPLETE
3563,50.88,2025-01-22 03:44:01.085980,2025-01-22 03:44:15.561858,0 days 00:00:14.475878,0.6696870198883006,0.9057829314412246,0.2949611478690359,4,1,COMPLETE
3564,51.190000000000005,2025-01-22 03:44:15.149856,2025-01-22 03:44:37.751469,0 days 00:00:22.601613,0.6985225568854991,1.7116244602813053,0.526258434480261,4,1,COMPLETE
3565,52.400000000000006,2025-01-22 03:44:16.560314,2025-01-22 03:44:35.721380,0 days 00:00:19.161066,1.3545892841726548,1.7482799057614495,0.531472957202809,2,1,COMPLETE
3566,52.410000000000004,2025-01-22 03:44:36.554282,2025-01-22 03:44:50.519712,0 days 00:00:13.965430,0.8401318143300712,1.3422600640736535,0.4015966862990058,4,1,COMPLETE
3567,51.57000000000001,2025-01-22 03:44:37.892699,2025-01-22 03:45:06.456154,0 days 00:00:28.563455,0.9519487865179221,1.3148968549672047,0.3913158965693073,40,21,COMPLETE
3568,52.53,2025-01-22 03:44:50.675432,2025-01-22 03:45:07.531101,0 days 00:00:16.855669,0.9898902123260626,0.9448289892200868,0.48308637803236937,2,1,COMPLETE
3569,52.62,2025-01-22 03:45:06.593438,2025-01-22 03:45:30.769753,0 days 00:00:24.176315,1.2452026275213568,1.0923199027594759,0.4793507833081098,2,1,COMPLETE
3570,51.55,2025-01-22 03:45:07.643307,2025-01-22 03:45:33.226908,0 days 00:00:25.583601,1.6693715321914597,1.0676022415845163,0.44880014259393664,8,1,COMPLETE
3571,51.18000000000001,2025-01-22 03:45:30.890600,2025-01-22 03:45:46.283138,0 days 00:00:15.392538,1.5167077229974415,1.5541392522803552,0.5857737777769579,7,1,COMPLETE
3572,51.839999999999996,2025-01-22 03:45:33.464980,2025-01-22 03:46:20.542851,0 days 00:00:47.077871,1.331524665155801,1.6833715074237812,0.344105552363079,6,1,COMPLETE
3573,51.92,2025-01-22 03:45:46.434356,2025-01-22 03:46:00.857304,0 days 00:00:14.422948,1.1517030002508477,1.7415204367195984,0.3521726459940657,5,1,COMPLETE
3574,50.470000000000006,2025-01-22 03:46:01.014317,2025-01-22 03:46:14.611056,0 days 00:00:13.596739,2.8734979916232803,1.2471348624858796,0.4060509077412165,2,1,COMPLETE
3575,51.76,2025-01-22 03:46:14.929829,2025-01-22 03:46:29.425290,0 days 00:00:14.495461,1.3704285176331032,1.4809687787335608,0.33160609981880257,4,1,COMPLETE
3576,49.54,2025-01-22 03:46:20.908252,2025-01-22 03:46:35.624107,0 days 00:00:14.715855,0.8327903182066531,1.4017415208138793,0.23644083400773255,4,1,COMPLETE
3577,50.12,2025-01-22 03:46:29.573070,2025-01-22 03:46:43.673815,0 days 00:00:14.100745,0.801295263925286,0.8065874763033436,0.24895697408194536,2,1,COMPLETE
3578,50.83,2025-01-22 03:46:35.776620,2025-01-22 03:46:49.467343,0 days 00:00:13.690723,1.0503000984053585,0.4399299414691844,0.5964883169046841,2,1,COMPLETE
3579,50.67,2025-01-22 03:46:43.782561,2025-01-22 03:46:57.578445,0 days 00:00:13.795884,1.1261039041221113,0.44154140421642346,0.6124415977227907,2,1,COMPLETE
3580,51.41,2025-01-22 03:46:49.603186,2025-01-22 03:47:53.036958,0 days 00:01:03.433772,1.944360911065023,1.1760929914318436,0.45590936785309877,100,3,COMPLETE
3581,30.2,2025-01-22 03:46:57.709679,2025-01-22 03:47:12.955961,0 days 00:00:15.246282,1.755043551010748,1.8465743422376764,2.2663659263548097,5,1,COMPLETE
3582,52.39,2025-01-22 03:47:13.103323,2025-01-22 03:47:27.945353,0 days 00:00:14.842030,0.9412930171172953,1.1540124733683437,0.4578139836487007,4,1,COMPLETE
3583,51.32,2025-01-22 03:47:28.071607,2025-01-22 03:48:04.015471,0 days 00:00:35.943864,1.2181213850817414,0.9991784216139009,0.4034273364628532,59,24,COMPLETE
3584,49.58,2025-01-22 03:47:53.154831,2025-01-22 03:48:08.306017,0 days 00:00:15.151186,0.28653625806187116,0.9407043961546742,0.39041070534127714,7,1,COMPLETE
3585,51.49,2025-01-22 03:48:04.183058,2025-01-22 03:48:21.058634,0 days 00:00:16.875576,1.3997130834571208,1.5488483095528482,0.5429973491780701,10,2,COMPLETE
3586,50.8,2025-01-22 03:48:08.460655,2025-01-22 03:48:25.514608,0 days 00:00:17.053953,1.4898491333306692,1.479643897818895,0.28304131064185317,10,2,COMPLETE
3587,52.18000000000001,2025-01-22 03:48:21.222507,2025-01-22 03:48:35.168203,0 days 00:00:13.945696,1.0086466529097167,1.8595920449725296,0.32994960495072045,2,1,COMPLETE
3588,52.55,2025-01-22 03:48:25.791129,2025-01-22 03:48:39.609550,0 days 00:00:13.818421,0.9884607680722265,1.8687998126931669,0.4998850339356086,2,1,COMPLETE
3589,51.49,2025-01-22 03:48:35.435005,2025-01-22 03:48:49.959437,0 days 00:00:14.524432,0.6374444655912178,1.284658016803632,0.5078870134201018,5,1,COMPLETE
3590,51.92,2025-01-22 03:48:39.767945,2025-01-22 03:48:54.851120,0 days 00:00:15.083175,0.5979871622286117,1.3025065367332167,0.42232450510055236,5,1,COMPLETE
3591,52.339999999999996,2025-01-22 03:48:50.092259,2025-01-22 03:49:05.098388,0 days 00:00:15.006129,1.1587470270919122,1.329264321485565,0.38913924215133583,4,1,COMPLETE
3592,52.26,2025-01-22 03:48:54.972779,2025-01-22 03:49:09.544650,0 days 00:00:14.571871,1.1625005101425994,1.5646073571426247,0.35924225359500256,4,1,COMPLETE
3593,47.089999999999996,2025-01-22 03:49:05.231377,2025-01-22 03:49:18.570507,0 days 00:00:13.339130,4.786856622032502,0.7665652245338938,0.3180095894086538,2,1,COMPLETE
3594,47.86,2025-01-22 03:49:09.683082,2025-01-22 03:49:26.442298,0 days 00:00:16.759216,4.327512491289387,1.1006947607308584,0.6967685267571783,7,1,COMPLETE
3595,49.38,2025-01-22 03:49:18.685852,2025-01-22 03:49:34.421754,0 days 00:00:15.735902,2.417964769826273,1.031911853539897,0.6688966860875316,7,1,COMPLETE
3596,49.95,2025-01-22 03:49:26.595688,2025-01-22 03:49:39.908768,0 days 00:00:13.313080,1.636177115106864,0.03522244866193131,0.5740434466292546,2,1,COMPLETE
3597,46.56,2025-01-22 03:49:34.770404,2025-01-22 03:49:48.424628,0 days 00:00:13.654224,0.8397103810042531,5.987750731192328,0.45846583009449327,2,1,COMPLETE
3598,52.35999999999999,2025-01-22 03:49:40.105225,2025-01-22 03:49:55.015283,0 days 00:00:14.910058,0.8122010992327707,1.8298909579590557,0.42556873689679664,4,1,COMPLETE
3599,51.54,2025-01-22 03:49:48.659667,2025-01-22 03:50:03.533705,0 days 00:00:14.874038,1.322715407214107,1.8023351836558648,0.2908532324396792,4,1,COMPLETE
3600,51.99,2025-01-22 03:49:55.161151,2025-01-22 03:50:10.481776,0 days 00:00:15.320625,1.3751364764596674,1.5426434504673605,0.505000217533481,6,1,COMPLETE
3601,51.76,2025-01-22 03:50:03.674778,2025-01-22 03:50:19.052124,0 days 00:00:15.377346,0.9958055671478633,1.5084323275156615,0.5241802092497516,6,1,COMPLETE
3602,52.78,2025-01-22 03:50:10.614074,2025-01-22 03:50:23.961584,0 days 00:00:13.347510,1.015407506906357,1.2282178051019854,0.37499714246315413,2,1,COMPLETE
3603,50.970000000000006,2025-01-22 03:50:19.249955,2025-01-22 03:50:33.273242,0 days 00:00:14.023287,0.43391098895888597,1.2124098745843093,0.3703370503051042,2,1,COMPLETE
3604,52.56999999999999,2025-01-22 03:50:24.097295,2025-01-22 03:50:38.757865,0 days 00:00:14.660570,0.7422123997492928,0.9829780940714787,0.42200320928738516,4,1,COMPLETE
3605,52.290000000000006,2025-01-22 03:50:33.615195,2025-01-22 03:50:48.183008,0 days 00:00:14.567813,1.2060259582194939,0.9396504875960975,0.43528921279151506,4,1,COMPLETE
3606,51.82,2025-01-22 03:50:38.912920,2025-01-22 03:50:53.836929,0 days 00:00:14.924009,1.1949524405094163,1.8785169888218254,0.3017746887138903,4,1,COMPLETE
3607,48.43,2025-01-22 03:50:48.317648,2025-01-22 03:51:04.424578,0 days 00:00:16.106930,1.6340662204401684,1.9564301053225104,0.19212977681999763,8,1,COMPLETE
3608,51.06,2025-01-22 03:50:53.961780,2025-01-22 03:51:47.514366,0 days 00:00:53.552586,2.014906262291088,1.420212924482228,0.6074466996304599,85,4,COMPLETE
3609,51.38,2025-01-22 03:51:04.562919,2025-01-22 03:51:48.199812,0 days 00:00:43.636893,2.0256422139384105,1.3911037047157755,0.5730031955138288,76,4,COMPLETE
3610,52.54,2025-01-22 03:51:47.678239,2025-01-22 03:52:01.238557,0 days 00:00:13.560318,0.8959055866007944,1.615705219462696,0.486940515610037,2,1,COMPLETE
3611,52.580000000000005,2025-01-22 03:51:48.342019,2025-01-22 03:52:02.342717,0 days 00:00:14.000698,0.9075948317367374,1.6238644899415808,0.48643532964504355,2,1,COMPLETE
3612,51.76,2025-01-22 03:52:01.523130,2025-01-22 03:52:16.470640,0 days 00:00:14.947510,1.4114529452419533,1.1630276590830466,0.3598246399383886,6,1,COMPLETE
3613,51.629999999999995,2025-01-22 03:52:02.511086,2025-01-22 03:52:17.952863,0 days 00:00:15.441777,1.4572970465102584,1.1260884091660928,0.3602963602748382,6,1,COMPLETE
3614,51.74999999999999,2025-01-22 03:52:16.622291,2025-01-22 03:52:30.966176,0 days 00:00:14.343885,1.1459003971246045,0.806125863775464,0.3361197222852036,4,1,COMPLETE
3615,51.59,2025-01-22 03:52:18.192180,2025-01-22 03:52:33.301731,0 days 00:00:15.109551,1.0944410127233384,0.7502389689904065,0.31275218871929394,4,1,COMPLETE
3616,53.0,2025-01-22 03:52:31.102050,2025-01-22 03:52:44.341362,0 days 00:00:13.239312,1.0460419097390028,1.3079391695328857,0.43111644465193255,2,1,COMPLETE
3617,52.629999999999995,2025-01-22 03:52:33.622792,2025-01-22 03:52:46.843013,0 days 00:00:13.220221,0.7409145479781556,1.3162616524959172,0.42178796576101363,2,1,COMPLETE
3618,51.31,2025-01-22 03:52:44.509528,2025-01-22 03:52:58.008880,0 days 00:00:13.499352,0.7297022556105585,0.8735771374779111,0.5614335257872568,2,1,COMPLETE
3619,48.230000000000004,2025-01-22 03:52:47.124502,2025-01-22 03:53:03.167902,0 days 00:00:16.043400,0.7581760964340003,0.8726194153435229,0.7048072483594208,8,1,COMPLETE
3620,45.04,2025-01-22 03:52:58.201604,2025-01-22 03:53:15.092783,0 days 00:00:16.891179,0.5817284934234459,0.9243935419601521,0.7904887653360172,8,1,COMPLETE
3621,51.54,2025-01-22 03:53:03.465601,2025-01-22 03:53:18.218226,0 days 00:00:14.752625,0.9325941697858317,0.9344606185773231,0.5587559756892787,5,1,COMPLETE
3622,51.57000000000001,2025-01-22 03:53:15.206682,2025-01-22 03:53:59.959529,0 days 00:00:44.752847,0.8969568031690885,0.6870441572333943,0.5585435705513644,68,3,COMPLETE
3623,52.04,2025-01-22 03:53:18.371023,2025-01-22 03:53:32.237812,0 days 00:00:13.866789,1.2573722738878044,1.017232737419513,0.49425980896426364,4,1,COMPLETE
3624,49.91,2025-01-22 03:53:32.386501,2025-01-22 03:53:46.907517,0 days 00:00:14.521016,0.8848153298434086,1.0679817889849252,0.6346895623763255,4,1,COMPLETE
3625,51.790000000000006,2025-01-22 03:53:47.039716,2025-01-22 03:54:00.498967,0 days 00:00:13.459251,1.6760357470701077,0.7310775206168009,0.4603408467492359,2,1,COMPLETE
3626,52.18000000000001,2025-01-22 03:54:00.134865,2025-01-22 03:54:13.585749,0 days 00:00:13.450884,1.549816942076844,1.1085618861104487,0.4684926422762937,2,1,COMPLETE
3627,52.31,2025-01-22 03:54:00.672552,2025-01-22 03:54:16.321451,0 days 00:00:15.648899,1.0527908683618803,1.0154706199776031,0.47012379940516796,6,1,COMPLETE
3628,52.470000000000006,2025-01-22 03:54:13.718497,2025-01-22 03:54:45.819351,0 days 00:00:32.100854,1.0655337738312356,1.133869192396803,0.41022393729583667,45,3,COMPLETE
3629,52.16,2025-01-22 03:54:16.451423,2025-01-22 03:54:31.119269,0 days 00:00:14.667846,1.3046798713188177,1.2000800979426947,0.40798969845397426,4,1,COMPLETE
