number,value,datetime_start,datetime_complete,duration,params_centroids_new_old_ratio,params_gamma_1,params_gamma_2,params_lambda,params_lr,params_n_clusters,params_n_points,params_optimizer,params_reg_lambda,params_reg_type,params_tanh_x,params_use_tanh,state
215,53.0,2025-01-15 19:20:08.433614,2025-01-15 19:26:13.940620,0 days 00:06:05.507006,0.49553614428365106,0.8230548376183282,0.9915550570133729,0.4468113741119086,0.0006485470227065019,17,3,SGD,0.427334986969695,1,9.014792067381485,True,COMPLETE
216,52.82,2025-01-15 19:26:14.029092,2025-01-15 19:32:51.076469,0 days 00:06:37.047377,0.2913638053188709,0.8673729641099468,1.0762350219509804,0.4165205173372768,0.000695028586423879,14,4,SGD,0.5866065156705729,1,7.902240572748901,True,COMPLETE
217,52.839999999999996,2025-01-15 19:32:51.154310,2025-01-15 19:39:03.603756,0 days 00:06:12.449446,0.33890184851849037,0.9312797655884358,0.9962318287095413,0.4884633966617184,0.0005534391405226707,20,3,SGD,0.5200011708597684,1,6.187790843696484,True,COMPLETE
218,50.89,2025-01-15 19:39:03.692429,2025-01-15 19:44:38.416785,0 days 00:05:34.724356,0.5515582167680637,1.051691094954357,1.0460828990609288,0.6682716252724558,0.0005000140204844894,17,3,SGD,0.40577960916764266,1,8.612549764020647,True,COMPLETE
219,44.46,2025-01-15 19:44:38.503317,2025-01-15 19:52:54.615935,0 days 00:08:16.112618,0.49352011229880993,0.9139644173996574,1.1152044839741073,0.9979166180650663,0.0008547316023577816,15,4,SGD,0.00023972720014308173,1,6.931085865359213,True,COMPLETE
220,52.7,2025-01-15 19:52:54.707811,2025-01-15 20:06:06.360110,0 days 00:13:11.652299,0.26472134678928994,0.9580216996431382,0.9638184031348679,0.4440465350295163,0.0006743765941365803,19,5,SGD,0.004424548067718227,1,9.534131734060502,True,COMPLETE
221,52.99,2025-01-15 20:06:06.452245,2025-01-15 20:08:28.830137,0 days 00:02:22.377892,0.2782005871649352,0.9968137912323966,0.9511843375339772,0.4622651538264225,0.042415593615414734,17,4,SGD,0.7997205051100859,1,7.592432404454731,True,COMPLETE
222,53.09,2025-01-15 20:08:28.907903,2025-01-15 20:11:13.680482,0 days 00:02:44.772579,0.2966463262544272,1.0201071058665554,0.9827328153166911,0.461105728432078,0.03321585123180327,18,3,SGD,0.6421936247430041,1,9.391347095043633,True,COMPLETE
223,53.080000000000005,2025-01-15 20:11:13.759264,2025-01-15 20:17:57.761956,0 days 00:06:44.002692,0.4597731323204712,1.0512285242282153,1.0201135321804498,0.4398781556701701,0.0339509868101728,18,3,SGD,0.6006796177247076,1,9.164780107403327,True,COMPLETE
224,52.96999999999999,2025-01-15 20:17:57.853437,2025-01-15 20:23:25.561074,0 days 00:05:27.707637,0.4581460123893546,1.0661688972528534,0.9912628556292787,0.4273637188667147,0.029200839591873223,19,3,SGD,0.6554580542129878,1,9.361869914404435,True,COMPLETE
225,52.65,2025-01-15 20:23:25.654643,2025-01-15 20:28:18.673295,0 days 00:04:53.018652,0.2943743339054178,1.030168724546764,0.9346264728154854,0.4373184555067491,0.03264865326326821,21,2,SGD,0.47028670646951304,1,9.758626171375791,True,COMPLETE
226,53.06999999999999,2025-01-15 20:28:18.751078,2025-01-15 20:33:06.032128,0 days 00:04:47.281050,0.31347114542839183,0.9778408759092908,1.0694360948064479,0.41114247484389865,0.03179309117789579,18,3,SGD,0.6491903300952361,1,9.998383283286342,True,COMPLETE
227,52.800000000000004,2025-01-15 20:33:06.112491,2025-01-15 20:39:04.333395,0 days 00:05:58.220904,0.3189570208250985,0.975929914093505,1.0605458272525765,0.38813613111990397,0.030030268039300305,19,3,SGD,0.604513446254875,1,9.17979470101312,True,COMPLETE
228,52.81,2025-01-15 20:39:04.417761,2025-01-15 20:42:42.802910,0 days 00:03:38.385149,0.3474469544934995,0.9352688337703855,1.100626135314665,0.40460524578757107,0.023124466194335582,15,3,SGD,0.49492295192364844,1,9.834887980326274,True,COMPLETE
229,53.02,2025-01-15 20:42:42.885579,2025-01-15 20:46:22.090508,0 days 00:03:39.204929,0.252340711250829,0.984420460683111,1.032730863267046,0.4135713963073338,0.03210717544307415,18,3,SGD,0.785971564025883,1,8.44650183958662,True,COMPLETE
230,51.129999999999995,2025-01-15 20:46:22.177748,2025-01-15 20:52:19.592406,0 days 00:05:57.414658,0.4427000181838506,1.0056741367646127,1.0743789929698853,0.4227496575722307,0.038125724924659155,21,11,SGD,0.391174611138693,1,9.084851401097948,True,COMPLETE
231,52.949999999999996,2025-01-15 20:52:19.686789,2025-01-15 20:55:09.288415,0 days 00:02:49.601626,0.3065815252189507,1.0434906086766251,0.9858725769261741,0.4463825049278445,0.033634063049753346,16,4,SGD,0.6790635770441255,1,9.993741218387656,True,COMPLETE
232,53.09,2025-01-15 20:55:09.372644,2025-01-15 20:57:44.229100,0 days 00:02:34.856456,0.2940468135751504,0.9597196907348119,1.0108520359249966,0.440288802690722,0.04270336351782281,18,4,SGD,0.6158707832934159,1,9.270710180753312,True,COMPLETE
233,53.09,2025-01-15 20:57:44.329029,2025-01-15 21:02:55.695491,0 days 00:05:11.366462,0.2892495374065606,0.9625204608503755,1.023882047217356,0.43376380717131147,0.040683652350284844,18,3,SGD,0.544022359781899,1,9.371232258785243,True,COMPLETE
234,53.010000000000005,2025-01-15 21:02:55.774859,2025-01-15 21:09:51.614710,0 days 00:06:55.839851,0.2909971645278636,0.9542556087868758,1.0155138701276023,0.41939115418534484,0.04126260572024906,18,3,SGD,0.621972168208498,1,9.333091337900852,True,COMPLETE
235,53.06999999999999,2025-01-15 21:09:51.697113,2025-01-15 21:17:42.912413,0 days 00:07:51.215300,0.2787062095032366,0.9040846672179593,1.0477130686962617,0.4336249825238291,0.035218736060996014,18,3,SGD,0.8467528907116693,1,8.89292598097296,True,COMPLETE
236,53.0,2025-01-15 21:17:43.009107,2025-01-15 21:22:47.487806,0 days 00:05:04.478699,0.26951814606657715,0.9726312865137621,1.0706214817819333,0.39669519728063835,0.03543965335377993,19,3,SGD,0.8230665125181993,1,9.326946042394843,True,COMPLETE
237,52.769999999999996,2025-01-15 21:22:47.569549,2025-01-15 21:26:41.312571,0 days 00:03:53.743022,0.32436534497096425,0.8985545683015476,0.9876381910883741,0.4308829640875644,0.041418691984594136,15,3,SGD,0.8693005359548173,1,8.00022435168951,True,COMPLETE
238,52.56999999999999,2025-01-15 21:26:41.404815,2025-01-15 21:32:52.605501,0 days 00:06:11.200686,0.27603510003993287,1.0053056701561025,1.1268657799493975,0.4092580236018138,0.03370405778118948,20,2,SGD,0.7106805664097423,1,8.96035557588692,True,COMPLETE
239,52.980000000000004,2025-01-15 21:32:52.683425,2025-01-15 21:38:38.988618,0 days 00:05:46.305193,0.25824342226149444,0.9391679594396882,0.9416678870405454,0.4398430801755285,0.0258488863765593,18,3,SGD,0.9742643997226711,1,9.442654567174785,True,COMPLETE
240,52.87,2025-01-15 21:38:39.077665,2025-01-15 21:44:41.023920,0 days 00:06:01.946255,0.3278489274858682,0.9631424477140398,1.0463700409467904,0.42153433711063953,0.04434934533496305,16,3,SGD,0.49527672511479914,1,8.295673763752454,True,COMPLETE
241,53.059999999999995,2025-01-15 21:44:41.109706,2025-01-15 21:47:16.310396,0 days 00:02:35.200690,0.296116249793601,0.9203653969953491,1.0204031384833292,0.4401782801508972,0.03875056821819117,17,4,SGD,0.5869173650971862,1,8.773990585530386,True,COMPLETE
242,53.1,2025-01-15 21:47:16.397133,2025-01-15 21:50:41.691504,0 days 00:03:25.294371,0.290830017000967,0.9058646489341902,0.9919444452010377,0.43654322719953165,0.0386318942825966,18,4,SGD,0.6212829425458757,1,8.967144647729063,True,COMPLETE
243,52.910000000000004,2025-01-15 21:50:41.775568,2025-01-15 21:55:10.230963,0 days 00:04:28.455395,0.309963283726516,0.8898608490298461,1.0203707541431788,0.43158932039338543,0.038261442262799886,19,2,SGD,0.6481479462908057,1,8.916526942679178,True,COMPLETE
244,52.910000000000004,2025-01-15 21:55:10.322751,2025-01-15 21:59:21.765354,0 days 00:04:11.442603,0.28469584970472617,0.9091797354021425,1.0565049930791603,0.40861502291510204,0.030893208963414343,16,4,SGD,0.535724672903862,1,9.655090602595191,True,COMPLETE
245,53.05,2025-01-15 21:59:21.851844,2025-01-15 22:04:05.133259,0 days 00:04:43.281415,0.23018013720343009,0.9291464926917979,0.9749112564629934,0.4379602893998437,0.03429610412589128,18,3,SGD,0.7662938058300589,1,9.463694609689066,True,COMPLETE
246,53.0,2025-01-15 22:04:05.252645,2025-01-15 22:10:27.496695,0 days 00:06:22.244050,0.2283946052008065,0.9338687016741142,0.9218767793561345,0.4214882202548006,0.03434594305319156,18,3,SGD,0.7986401149838666,1,9.464923159813429,True,COMPLETE
247,53.03,2025-01-15 22:10:27.577268,2025-01-15 22:16:25.811279,0 days 00:05:58.234011,0.24433434891656358,0.8641450105509485,1.0033475112216426,0.4399916343838282,0.03692816917819512,18,3,SGD,0.7019450094890994,1,9.05925405514545,True,COMPLETE
248,52.75,2025-01-15 22:16:25.908260,2025-01-15 22:22:29.541032,0 days 00:06:03.632772,0.2675120220505422,0.9647348506352357,1.0861015587863925,0.39979530398003654,0.04412484609997023,14,4,SGD,0.607369026454863,1,9.986968301210673,True,COMPLETE
249,52.949999999999996,2025-01-15 22:22:29.620356,2025-01-15 22:28:36.799254,0 days 00:06:07.178898,0.28101325387091686,0.9320829336650197,0.967643448176625,0.43694718978647895,0.039967727500499775,16,4,SGD,0.014590249676625462,1,8.564127900128806,True,COMPLETE
250,52.94,2025-01-15 22:28:36.890132,2025-01-15 22:32:37.863959,0 days 00:04:00.973827,0.31026522938371714,0.8341495291227188,1.0369673451235586,0.41876281110800906,0.028969639020215963,18,3,SGD,0.7818721635525827,1,9.558425665742917,True,COMPLETE
251,52.78,2025-01-15 22:32:37.946179,2025-01-15 22:38:37.894259,0 days 00:05:59.948080,0.2592834139679482,0.9915286077832074,0.8922938950616555,0.4673519698792952,0.034580381171566574,15,4,SGD,0.4895345375250289,1,8.845112219448435,True,COMPLETE
252,52.49,2025-01-15 22:38:37.985612,2025-01-15 22:43:29.977887,0 days 00:04:51.992275,0.21841810487756314,0.8930658698302621,0.9495365874011801,0.3808508827369533,0.04657288787348434,20,2,SGD,0.9773690931231506,1,7.80634216217827,True,COMPLETE
253,52.75,2025-01-15 22:43:30.053229,2025-01-15 22:48:24.918375,0 days 00:04:54.865146,0.2958586612668661,0.957335787981346,1.0200811994326635,0.4406426113130033,0.0011564870942148324,20,2,SGD,0.5905389653036383,1,9.230685855351812,True,COMPLETE
254,52.959999999999994,2025-01-15 22:48:25.001398,2025-01-15 22:52:47.681435,0 days 00:04:22.680037,0.24154368774774634,0.9184243358768842,0.9808350275985938,0.4056019273747624,0.030991309850507517,16,3,SGD,0.7636634355798048,1,8.304752223145037,True,COMPLETE
255,52.949999999999996,2025-01-15 22:52:47.767767,2025-01-15 22:56:46.307051,0 days 00:03:58.539284,0.33283159245764815,1.0181051300031438,0.9099043995673955,0.42338680098882797,0.037882944683080774,17,3,SGD,0.4515136691016641,1,4.515235739169067,True,COMPLETE
256,52.99,2025-01-15 22:56:46.408112,2025-01-15 23:02:54.083243,0 days 00:06:07.675131,0.27540645137113684,0.9864091807938812,1.096056014608319,0.44720468597879254,0.0005721637175470034,19,4,SGD,0.6638435326333267,1,8.749386968469956,True,COMPLETE
257,52.300000000000004,2025-01-15 23:02:54.172676,2025-01-15 23:08:54.097879,0 days 00:05:59.925203,0.3080701163132768,0.8576851900247404,1.0015294468243157,0.4752990187108064,0.042660236675062524,35,2,SGD,0.5409836036258804,1,9.684420618326826,True,COMPLETE
258,52.94,2025-01-15 23:08:54.185244,2025-01-15 23:14:16.765116,0 days 00:05:22.579872,0.2906111341221538,0.9308802088499902,0.9342740269277359,0.42834236641936646,0.027356427325569962,14,4,SGD,0.8611489011363543,1,8.966541346148064,True,COMPLETE
259,53.11,2025-01-15 23:14:16.852742,2025-01-15 23:20:58.142856,0 days 00:06:41.290114,0.3613325750805395,0.8894407347642536,1.05466374553839,0.450527892511982,0.033139865233561334,17,3,SGD,0.6600750082346567,1,8.432547125018798,True,COMPLETE
260,52.87,2025-01-15 23:20:58.245731,2025-01-15 23:25:07.590931,0 days 00:04:09.345200,0.3639299496011536,0.8775545827010979,1.1402130541498363,0.45634908723438294,0.0007538277799701849,16,4,SGD,0.3953385832128606,1,7.120299778527482,True,COMPLETE
261,49.04,2025-01-15 23:25:07.669751,2025-01-15 23:30:28.587839,0 days 00:05:20.918088,0.3460115722864401,1.0128740644718133,1.053569817298318,0.4749625048423911,0.039070723713396135,58,30,SGD,0.5758763328909043,1,8.136231257880677,True,COMPLETE
262,45.24,2025-01-15 23:30:28.684156,2025-01-15 23:32:34.807235,0 days 00:02:06.123079,0.324695093399295,0.9700036222019468,1.0759404513007502,0.9524252897489287,0.030972943799729764,13,4,SGD,0.5150523385046125,1,8.47056038889442,True,COMPLETE
263,51.470000000000006,2025-01-15 23:32:34.885924,2025-01-15 23:35:11.769555,0 days 00:02:36.883631,0.3217150176828761,0.7758077197738662,1.0324114129210908,0.5970942429451652,0.0516132920900033,17,3,Adam,0.7042227538591844,1,7.720975305807051,True,COMPLETE
264,52.71,2025-01-15 23:35:11.846646,2025-01-15 23:38:34.541506,0 days 00:03:22.694860,0.3039118350467124,0.8953772503735181,1.1029680058797795,0.3993712463957931,0.046432173977124645,15,4,SGD,0.4446667224813977,1,8.723508403141723,True,COMPLETE
265,52.55,2025-01-15 23:38:34.637862,2025-01-15 23:42:09.152559,0 days 00:03:34.514697,0.3693016273061117,0.8277242202557552,1.0104674765485098,0.36720630710013025,0.03736814003289323,19,5,SGD,0.6504563236591204,1,7.381648308481726,True,COMPLETE
266,53.059999999999995,2025-01-15 23:42:09.243375,2025-01-15 23:45:27.045080,0 days 00:03:17.801705,0.3451618190083535,0.9585377421064768,0.9600640168898602,0.44773254299798,0.024249783640022338,17,3,SGD,0.5960862365807469,1,4.149145463085233,True,COMPLETE
267,52.290000000000006,2025-01-15 23:45:27.136201,2025-01-15 23:49:42.996582,0 days 00:04:15.860381,0.28104820500097866,0.9982550288634577,0.5966456112198344,0.4170943750852714,0.03360201273533332,21,2,SGD,0.3673992035916325,1,9.1844113762532,True,COMPLETE
268,52.71,2025-01-15 23:49:43.083844,2025-01-15 23:54:17.731984,0 days 00:04:34.648140,0.3030505387074026,1.0649495329356888,0.8763597122633334,0.4625066217011299,0.0005888790843316502,14,4,SGD,0.8695617259175673,1,2.197692021920926,True,COMPLETE
269,52.89,2025-01-15 23:54:17.830313,2025-01-15 23:58:51.520101,0 days 00:04:33.689788,0.38552978493702,1.0231406585554002,1.0620551619774947,0.43164757507474455,0.05622502497925794,20,5,SGD,0.46798341581425895,1,9.774948813113083,True,COMPLETE
270,52.86,2025-01-15 23:58:51.606077,2025-01-16 00:02:21.971076,0 days 00:03:30.364999,0.25844484102327825,0.9024619696626429,1.0055993926550488,0.3850491678172287,0.040207494153427524,18,3,SGD,0.6638081075013872,1,8.119578995164844,True,COMPLETE
271,53.080000000000005,2025-01-16 00:02:22.063678,2025-01-16 00:07:02.535453,0 days 00:04:40.471775,0.3220306281604465,0.8491382076207848,0.932059955871488,0.45017605021521917,0.0008072462576612126,17,4,SGD,0.5332370491452397,1,8.429470702195582,True,COMPLETE
272,52.559999999999995,2025-01-16 00:07:02.626483,2025-01-16 00:13:25.247138,0 days 00:06:22.620655,0.33016611642411375,0.8417357974339997,0.9294785676146874,0.4886061084942525,0.0008295325305636281,16,3,SGD,0.5312058879301883,1,,False,COMPLETE
273,52.86,2025-01-16 00:13:25.344535,2025-01-16 00:19:26.379262,0 days 00:06:01.034727,0.3144544371029541,0.8534931106066039,0.8974301973188681,0.4098410292160858,0.0009284044239516843,19,3,SGD,0.989503151668755,1,,False,COMPLETE
274,52.66,2025-01-16 00:19:26.485936,2025-01-16 00:25:32.000645,0 days 00:06:05.514709,0.35687220950096094,0.7940978457890469,0.84192562347129,0.45782311753041854,0.0007370452847839765,15,4,SGD,0.4210228850140322,1,9.190417603110587,True,COMPLETE
275,53.15,2025-01-16 00:25:32.081220,2025-01-16 00:32:25.849251,0 days 00:06:53.768031,0.2698737008221385,0.9637747041416257,0.9590127364794706,0.4233221149764019,0.0006734813383291691,18,4,SGD,0.7670778268802384,1,,False,COMPLETE
276,47.36,2025-01-16 00:32:25.939797,2025-01-16 00:39:17.070103,0 days 00:06:51.130306,0.3410385098455527,0.9555814947329816,0.9216733793909379,0.45130055731866875,0.0008060022664900977,20,16,SGD,0.7838542912967551,1,,False,COMPLETE
277,52.849999999999994,2025-01-16 00:39:17.178858,2025-01-16 00:45:34.281292,0 days 00:06:17.102434,0.39699625838122465,0.881561443176918,0.964470858295988,0.47286470281888277,0.0006600198819352754,18,3,SGD,0.7388242985298009,1,5.323185391279855,True,COMPLETE
278,49.25,2025-01-16 00:45:34.381162,2025-01-16 00:52:59.558367,0 days 00:07:25.177205,0.2711101353991371,0.975156193090311,0.9458908364480334,0.2039831094317251,0.0007528326698816935,19,2,SGD,0.8471067276062962,1,,False,COMPLETE
279,52.92,2025-01-16 00:52:59.647415,2025-01-16 00:56:20.008721,0 days 00:03:20.361306,0.31710881003718283,0.9320024829858125,0.869785175873171,0.4147929046674504,0.027776212311670146,17,4,Adam,0.6525191575655919,1,,False,COMPLETE
280,52.93,2025-01-16 00:56:22.022382,2025-01-16 00:59:32.228208,0 days 00:03:10.205826,0.28851493722634725,1.0484182146806866,0.9678005474177516,0.43359065745110115,0.04359467395596753,21,5,SGD,0.7119063580535385,1,8.402789748479373,True,COMPLETE
281,52.94,2025-01-16 00:59:32.324936,2025-01-16 01:04:59.223096,0 days 00:05:26.898160,0.2676635325482138,0.8733376984061054,0.9176765066641926,0.4002639164163163,0.0006915306146966422,18,3,SGD,0.479081342039604,1,,False,COMPLETE
282,51.29,2025-01-16 01:04:59.322682,2025-01-16 01:09:05.775546,0 days 00:04:06.452864,0.32897307335010545,0.9562627029207551,0.35103384641607493,0.6208719322975227,0.032847872716146864,16,4,SGD,0.9944482308004704,1,9.735096059412335,True,COMPLETE
283,52.790000000000006,2025-01-16 01:09:05.854890,2025-01-16 01:11:18.583520,0 days 00:02:12.728630,0.29943897640260986,0.9088142156815802,1.0428762198736619,0.44804187935938233,0.049124684447694994,19,5,SGD,0.6029894108153839,1,,False,COMPLETE
284,52.580000000000005,2025-01-16 01:11:18.673149,2025-01-16 01:16:18.596434,0 days 00:04:59.923285,0.2820990947315293,0.9968980313210115,0.9867063508850294,0.42260139481387254,0.0006146274716619301,22,2,SGD,0.35812102439146,1,,False,COMPLETE
285,52.849999999999994,2025-01-16 01:16:18.702490,2025-01-16 01:21:48.387742,0 days 00:05:29.685252,0.31627571654951,0.818033110108237,1.069308273291858,0.4676762579291896,0.0008608812321677199,17,3,SGD,0.7924125046654713,1,0.638876089383297,True,COMPLETE
286,52.580000000000005,2025-01-16 01:21:48.486432,2025-01-16 01:27:18.770477,0 days 00:05:30.284045,0.26062485549942216,1.0359885947598237,0.889894323141632,0.38803592671783044,0.034515238808661614,16,4,SGD,0.511448903512709,1,,False,COMPLETE
287,53.02,2025-01-16 01:27:19.763066,2025-01-16 01:32:24.872836,0 days 00:05:05.109770,0.3469291111982208,0.9401353196213516,1.114815299442441,0.4437453965216112,0.03107022117441897,20,3,SGD,0.6511279065175295,1,,False,COMPLETE
288,53.05,2025-01-16 01:32:24.962347,2025-01-16 01:36:01.254204,0 days 00:03:36.291857,0.2951939340746895,1.0751817108525275,0.9521441431229005,0.4084691250463338,0.04348750503064149,18,4,SGD,0.8449506661801213,1,6.414580451270769,True,COMPLETE
289,44.49,2025-01-16 01:36:01.351287,2025-01-16 01:42:47.010240,0 days 00:06:45.658953,0.2751958881855671,0.9939786574774155,1.0398987082833604,0.5064923655685377,0.0006901460096307444,40,40,SGD,0.553215298515833,1,,False,COMPLETE
290,52.849999999999994,2025-01-16 01:42:47.088309,2025-01-16 01:48:29.954688,0 days 00:05:42.866379,0.31338584301961436,0.8913586770230976,1.17482940700528,0.4279587369641865,0.0009876500468931771,13,4,SGD,0.6908304074171874,1,6.832024127887358,True,COMPLETE
291,52.980000000000004,2025-01-16 01:48:30.054469,2025-01-16 01:51:35.665625,0 days 00:03:05.611156,0.248462731127264,0.972886141107426,0.9988297718663618,0.45524979686689027,0.03708404784143026,15,4,SGD,0.4782979384095206,2,,False,COMPLETE
292,52.87,2025-01-16 01:51:35.763902,2025-01-16 02:02:27.290257,0 days 00:10:51.526355,0.3365099335000815,0.9155628062467218,0.9352593042638367,0.4823064152904346,0.0005455224436169173,19,3,SGD,0.43825703462875915,0,,False,COMPLETE
293,48.69,2025-01-16 02:02:27.380404,2025-01-16 02:09:06.080259,0 days 00:06:38.699855,0.29288257975948684,0.5273134772286943,0.8197325688055578,0.23412613785535802,0.018824468520208713,17,3,SGD,0.6155854235777155,1,9.986282196959625,True,COMPLETE
294,52.59,2025-01-16 02:09:06.168377,2025-01-16 02:16:49.196722,0 days 00:07:43.028345,0.5968048292259652,1.0208995212578609,0.9772322450896251,0.41782835309215394,0.0007935024395571796,21,2,SGD,0.7640114802098719,0,,False,COMPLETE
295,53.16,2025-01-16 02:16:49.282357,2025-01-16 02:20:28.527489,0 days 00:03:39.245132,0.42186091974999573,0.9469995903191175,1.0838891224222498,0.44165629811864504,0.04100436454740176,18,4,SGD,0.3666444140396753,1,8.545411657816421,True,COMPLETE
296,51.67,2025-01-16 02:20:28.611812,2025-01-16 02:27:37.944746,0 days 00:07:09.332934,0.4217409479116405,1.0952849870334802,1.1408816966926647,0.4687599197083459,0.021669064622969973,68,1,SGD,0.3452758834877016,1,7.987622099304842,True,COMPLETE
297,49.7,2025-01-16 02:27:38.034717,2025-01-16 02:33:01.836770,0 days 00:05:23.802053,0.4124503896025823,0.29371881345368134,1.0932330163802824,0.44110541034742756,0.04201358232796386,19,5,SGD,0.3962408690073024,1,8.543257997603686,True,COMPLETE
298,52.949999999999996,2025-01-16 02:33:01.921851,2025-01-16 02:36:04.029870,0 days 00:03:02.108019,0.36338286579931434,0.8639589349019333,1.061137071979519,0.4484447143972439,0.048982626815258154,16,4,SGD,0.5080799473149812,1,9.361395757941436,True,COMPLETE
299,52.96999999999999,2025-01-16 02:36:04.129838,2025-01-16 02:39:17.500564,0 days 00:03:13.370726,0.4566803461501292,0.9684025542592458,1.0208835353650996,0.46188854326116713,0.02729633658238636,20,5,Adam,0.0005709377594134572,1,9.12648381004155,True,COMPLETE
302,52.33,2025-01-17 19:33:48.955607,2025-01-17 19:40:34.358246,0 days 00:06:45.402639,0.2780052341554737,0.7339433097995175,1.1135457375745692,0.49346752850117087,0.03541945361732498,14,4,SGD,0.8844092548080257,1,8.8690197214698,True,COMPLETE
303,53.010000000000005,2025-01-17 19:40:34.448769,2025-01-17 19:48:36.899907,0 days 00:08:02.451138,0.39326232407105144,0.9281608116850503,1.0547388543219332,0.39858486393988624,0.05960533598927081,18,3,SGD,0.4040243516029958,1,9.55679575495234,True,COMPLETE
304,52.59,2025-01-17 19:48:36.984214,2025-01-17 19:56:43.981275,0 days 00:08:06.997061,0.19793351733550896,1.0201412064952955,1.0191593078640782,0.4355765772172144,0.03940789074191435,22,2,SGD,0.6376276167723353,1,7.464775657503582,True,COMPLETE
307,53.059999999999995,2025-01-17 20:09:44.090671,2025-01-17 20:17:48.647948,0 days 00:08:04.557277,0.44229251518031926,0.8944116136173267,1.0926051797729264,0.41606369407793453,0.0014470968894298405,18,3,SGD,0.6931314628138916,1,8.306474130972445,True,COMPLETE
308,50.9,2025-01-17 20:09:44.834600,2025-01-17 20:16:53.548467,0 days 00:07:08.713867,0.3285993090623085,0.8443034729241012,1.0825728398768748,0.4161274872661359,0.045824985295121204,71,25,SGD,0.9999843221189025,1,8.24383524209908,True,COMPLETE
309,53.11,2025-01-17 20:16:53.615835,2025-01-17 20:28:55.337224,0 days 00:12:01.721389,0.37483454599317595,0.97986519454025,0.9810952720866223,0.4582239962519284,0.030946145246789993,18,3,SGD,0.006868500185913227,1,8.965737618702882,True,COMPLETE
310,51.470000000000006,2025-01-17 20:17:48.737772,2025-01-17 20:25:31.199366,0 days 00:07:42.461594,0.2544367559316955,1.8911388549502988,0.9906369675750923,0.4741282011249862,0.03046067719160727,16,4,SGD,0.527617628885168,1,8.555343461621893,True,COMPLETE
311,52.55,2025-01-17 20:25:31.289316,2025-01-17 20:30:32.496311,0 days 00:05:01.206995,0.37283653878593415,0.9793118568386703,1.0384567096973576,0.3728342452481335,0.04208539492052996,20,5,SGD,0.7820993893922089,2,,False,COMPLETE
312,52.43,2025-01-17 20:28:55.407420,2025-01-17 20:34:52.896979,0 days 00:05:57.489559,0.3500861686385317,0.9559392723036582,0.9028604506348441,0.371772633263851,0.053012919555732126,20,5,SGD,0.007206506798999898,1,8.85322042580763,True,COMPLETE
313,51.03,2025-01-17 20:30:32.581161,2025-01-17 20:35:51.791871,0 days 00:05:19.210710,0.34936911956919503,0.9389353032173346,0.9622249226369688,0.6419822059003646,0.029255911463738623,18,3,SGD,0.009438408382084556,1,8.982248175478816,True,COMPLETE
314,53.059999999999995,2025-01-17 20:34:52.959699,2025-01-17 20:46:19.697772,0 days 00:11:26.738073,0.37947161349833014,0.9270891762408202,0.9645946740450327,0.4395799724153234,0.036046869694941176,18,3,SGD,0.006777220626562948,1,9.050668825530362,True,COMPLETE
315,52.88,2025-01-17 20:35:51.888223,2025-01-17 20:51:51.601164,0 days 00:15:59.712941,0.38130120258149436,1.048102598370765,0.9870581354038802,0.4489391943459837,0.02555668865691232,14,4,SGD,0.007814879089249832,1,9.51037166264793,True,COMPLETE
316,52.92,2025-01-17 20:46:19.772172,2025-01-17 20:52:23.026108,0 days 00:06:03.253936,0.40289497997302004,1.0509401376647873,1.0029459261922178,0.4568817271052345,0.03299527037365382,14,4,SGD,0.45209351132374376,1,9.343279295431282,True,COMPLETE
317,52.88,2025-01-17 20:51:51.689526,2025-01-17 20:59:42.694756,0 days 00:07:51.005230,0.4058920185257838,0.8779629653675992,0.9257104198994293,0.4314974450470174,0.03308137559279607,15,4,SGD,0.3232105140589294,1,9.31207282882519,True,COMPLETE
318,51.959999999999994,2025-01-17 20:52:23.099235,2025-01-17 21:07:13.218451,0 days 00:14:50.119216,0.3036234518427793,0.8118607749903957,0.8692614982966634,0.4287323782864351,0.0006287096532641737,51,1,SGD,0.008794703454439754,1,8.709634485970213,True,COMPLETE
319,52.629999999999995,2025-01-17 20:59:42.781564,2025-01-17 21:07:30.624774,0 days 00:07:47.843210,0.30702775952863187,0.9007870192606191,0.8825410633721539,0.3969907402665383,0.0006169120621705718,21,3,SGD,0.7412752465206148,1,8.695636388541025,True,COMPLETE
320,52.849999999999994,2025-01-17 21:07:13.291671,2025-01-17 21:13:41.731003,0 days 00:06:28.439332,0.4722965378423375,0.9858065140236464,1.0403724219676311,0.39646588350772016,0.03962560307026671,22,5,SGD,0.8163385898549306,1,7.91574660001035,True,COMPLETE
321,52.959999999999994,2025-01-17 21:07:30.714113,2025-01-17 21:19:17.201137,0 days 00:11:46.487024,0.3270284140634515,0.9908299697000623,0.9531428050913846,0.4817015326324698,0.03887159907773356,17,4,SGD,0.005051610956449353,1,7.86173527206064,True,COMPLETE
322,51.51,2025-01-17 21:13:41.800171,2025-01-17 21:17:45.805254,0 days 00:04:04.005083,0.3221792324145071,0.9986032394775546,0.9392368980148644,0.4565444161983885,0.048097796310201786,17,9,SGD,0.013841430387882374,1,9.702434743310693,True,COMPLETE
